source_track_id,source_Track Name,source_Artist Name(s),source_Danceability,source_Energy,source_Key,source_Loudness,source_Mode,source_Speechiness,source_Acousticness,source_Instrumentalness,source_Liveness,source_Valence,source_Tempo,source_pid,source_region_genre_id,source_position,source_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_Danceability,target_Energy,target_Key,target_Loudness,target_Mode,target_Speechiness,target_Acousticness,target_Instrumentalness,target_Liveness,target_Valence,target_Tempo,target_pid,target_region_genre_id,target_position,target_pid_position,label
0UtamWoSO1E5UFcfrDNBli,Sir Osthara,Thaman S;Suchitra,0.775,0.737,1.0,-7.979,1.0,0.0844,0.26,0.329,0.126,0.748,93.027,13,telugu_sleep,8,13_8,000PqTyXjCLX8OF0VFASGs,"Parichayam Avakunda (From ""Dhandoraa"")",Mark K Robin;Sri Krishna;Harini Ivaturi;Sreemani,0.528,0.374,7.0,-12.136,1.0,0.0296,0.775,0.000216,0.0942,0.305,89.975,13.0,telugu_sleep,9.0,13_9,1
6d77EgzJQqzb3NX9MjrTww,On The Floor,Gin and Sonic;EMMA LX,0.83,0.936,10.0,-6.951,0.0,0.178,0.19,0.00896,0.0898,0.325,126.018,19,western_dj,101,19_101,3rgTS3933lMWoPiN6CW4qY,Kids (feat. MKLA),KSHMR;Stefy De Cicco;MKLA,0.744,0.866,9.0,-4.834,1.0,0.106,0.0107,0.0537,0.528,0.302,128.027,19.0,western_dj,102.0,19_102,1
582t08OyJrrpS35HyWSruM,Bright Star,Anaïs Mitchell,0.712,0.348,1.0,-8.808,1.0,0.0402,0.618,0.000206,0.107,0.321,99.144,4,hindi_sleep,101,4_101,7qzgHrqG8FgzgPIfBE23Bw,Mr. Saxobeat,Alexandra Stan,0.718,0.93,4.0,-4.169,0.0,0.0529,0.0298,0.000158,0.136,0.787,126.989,,,,,0
4HfN7246HT9BiXgU0d5HLl,Doesn't Really Matter,Car Culture;Physical Therapy;Squirrel Flower,0.542,0.855,4.0,-6.12,1.0,0.045,0.00514,0.122,0.13,0.183,97.011,18,western_chill_lyrics,15,18_15,4EGilW7VYfTULk4RENDfJp,White Gloves ii,Khruangbin,0.721,0.326,2.0,-12.494,0.0,0.0301,0.291,0.841,0.206,0.724,99.918,18.0,western_chill_lyrics,16.0,18_16,1
6AWtSRoOg8ZnGtP9yEig82,528 Hz Remove Self Limiting Beliefs,Serinity Medora,0.182,0.058,8.0,-26.657,0.0,0.0438,0.947,0.821,0.111,0.0378,76.93,24,western_focus,157,24_157,4liIcfDaMjgwLymHO0LUXG,528 Hz Activate Pineal Gland,Serinity Medora,0.14,0.0129,1.0,-25.956,0.0,0.0432,0.991,0.925,0.106,0.0377,140.369,24.0,western_focus,158.0,24_158,1
5MrLQeEVCWueDR4XejhFNG,"Bujji Thalli (From ""Thandel"")",Devi Sri Prasad;Javed Ali;Sreemani,0.436,0.604,0.0,-8.901,0.0,0.127,0.414,0.000146,0.254,0.676,155.777,11,telugu_chill_lyrics,3,11_3,5rF4khMrrwHgEjCLC6sB1f,Hearts On Fire - Acoustic,Jessie Reid,0.371,0.35,5.0,-10.279,1.0,0.0315,0.852,9.64e-06,0.101,0.358,170.712,,,,,0
57xczqwxDF0HZsuPyVEJXa,Manasu Maree,"Amit Trivedi, Shashaa Tirupati, Yazin Nizar",0.695,0.501,11.0,-6.552,1.0,0.0316,0.767,0.0041,0.106,0.511,120.076,14,telugu_sleep,26,14_26,3kcRUbf7R1ShxWL3m997ED,My Love,Soothing Oasis,0.271,0.0762,0.0,-30.175,1.0,0.0438,0.938,0.812,0.0873,0.0682,70.554,,,,,0
3vGy3xMTFig0f0tUrjkbVQ,Chaand Baaliyan Duet,Aditya A;Ishita Parakh,0.671,0.38,4.0,-8.419,1.0,0.0356,0.875,0.0,0.111,0.816,96.945,17,western_chill_lyrics,42,17_42,0iEdt7cayQ2XbicDeWFztj,Khwaab,Anumita Nadesan,0.676,0.376,2.0,-11.282,1.0,0.0351,0.887,0.000183,0.0853,0.226,113.948,17.0,western_chill_lyrics,43.0,17_43,1
2JXMD9KZYaoMcVRP7iDyuU,Ozone,Savione,0.43,0.0312,4.0,-28.378,0.0,0.032,0.945,0.88,0.103,0.133,72.045,23,western_focus,26,23_26,4MUDYVfqUcc8BY4ReETFPt,40 Hz Binaural Beats (Gamma Waves),Calmara Serenitea,0.136,0.00177,1.0,-40.22,1.0,0.0576,0.926,0.96,0.11,0.0334,141.597,,,,,0
60n6ErHlWuhVys1pgG6NOv,Setting Sun,Soothing Oasis,0.179,0.195,2.0,-23.035,1.0,0.0431,0.927,0.954,0.104,0.0306,69.188,28,western_sleep,169,28_169,5RssXVfknLYOMlCjncVFxF,Altitude,Avery's Ambient,0.199,0.0903,6.0,-28.43,0.0,0.0487,0.91,0.915,0.108,0.154,138.297,28.0,western_sleep,170.0,28_170,1
6fF72b2vPbbfxbVQ87QwsW,Brumes,Adrien de la Salle,0.328,0.0506,3.0,-22.913,1.0,0.0505,0.995,0.952,0.0924,0.142,73.323,22,western_focus,141,22_141,2cRrP13fbq1XxmuyQc2j3I,Apart,Alanna Crouch,0.255,0.0145,2.0,-28.081,0.0,0.0442,0.988,0.818,0.0982,0.0595,64.745,22.0,western_focus,142.0,22_142,1
6G8LanLXd3GVoae2jwx4bE,Moving on,Tankeflukt,0.221,0.0332,3.0,-35.442,1.0,0.0405,0.992,0.919,0.13,0.2,171.036,26,western_focus,96,26_96,7rXBrWGuXfc64IG5gD7Kee,Prati,Carluccio,0.442,0.0272,5.0,-23.509,0.0,0.0362,0.994,0.926,0.109,0.287,105.871,26.0,western_focus,97.0,26_97,1
0HNYNlw8qpQl0tIV6eDiJm,Fragment 1,Vivian Roost;Muriël Bostdorp,0.555,0.0554,9.0,-25.06,0.0,0.0293,0.988,0.963,0.0838,0.0719,102.069,22,western_focus,139,22_139,5KozKBGrvgLyxEDRb8VBHj,Long Distance,NOMA,0.468,0.0454,4.0,-31.139,1.0,0.0332,0.99,0.87,0.0949,0.169,146.085,,,,,0
4NUx72gCSPxxPrBUUiNywV,Studying Music with Piano,Study Music Library,0.427,0.000945,4.0,-32.984,1.0,0.0556,0.985,0.968,0.103,0.371,68.464,24,western_focus,7,24_7,3ZBTv0pKvJ6YId7ozxW4Uv,Shiv Tandav Stotram (Har Har Shiv Shankar),Sachet Tandon;Parampara Tandon,0.577,0.805,5.0,-0.553,1.0,0.0398,0.662,0.0,0.201,0.347,77.094,,,,,0
5w1MhmSc5S5iHnhy4s3fFb,Hawayein - Lofi Flip,VIBIE;Arijit Singh;Pritam;Bollywood Lofi,0.489,0.313,2.0,-14.965,1.0,0.0633,0.875,0.0125,0.235,0.332,114.71,27,western_sleep,51,27_51,3ieUtb4ecQgEYxae8dzEUi,Shrike,Hozier,0.496,0.276,7.0,-8.464,0.0,0.0296,0.492,0.00367,0.101,0.0634,153.923,,,,,0
66xmLhmV816GIJxq9mjUl5,What A Life,Rachel Chinouriri,0.405,0.481,6.0,-7.623,1.0,0.0437,0.834,1.42e-06,0.137,0.356,169.558,18,western_chill_lyrics,27,18_27,1cW9pWivJsa5J6NqkkagNK,Rivals,PARCEL,0.857,0.759,2.0,-6.391,1.0,0.184,0.0268,0.844,0.0901,0.263,126.029,,,,,0
1N9Bw73tG0owhecdbSTENt,IAH,Jaeden Camstra,0.63,0.578,4.0,-17.34,0.0,0.0902,0.0336,0.167,0.122,0.0365,178.024,25,western_focus,68,25_68,1lVN4sHd7eH25MAVPBaxK0,Luka Chuppi - Lofi Flip,VIKI;SPECRO;SKETCH;Lata Mangeshkar,0.502,0.34,4.0,-12.145,1.0,0.0265,0.633,0.0974,0.357,0.15,91.043,,,,,0
7F7SNECXxqynrQQsfMpeSy,Good Place,Kathleen Regan,0.542,0.256,0.0,-15.161,1.0,0.0419,0.903,0.0,0.13,0.334,79.81,4,hindi_sleep,120,4_120,6foVpQQXApEJ7SgJqWgzbC,Kondakaki,Jassie Gift;KK;Sujatha,0.775,0.894,7.0,-7.057,0.0,0.181,0.0982,0.000154,0.0549,0.716,112.929,,,,,0
0oVBOb9DTb5x9fOQOK0RRV,Foothills,Alto Fernando,0.435,0.0232,2.0,-31.886,0.0,0.0576,0.994,0.926,0.103,0.3,85.39,26,western_focus,65,26_65,2Zk5LZcAKwtEigIuQsZP7l,Yedha Okka Prayamu,Smaran;Krishna Tejasvi;Ashok Anand,0.599,0.289,5.0,-8.119,1.0,0.0284,0.948,0.0113,0.0764,0.386,75.021,,,,,0
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,0.852,0.797,0.0,-6.543,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,21,western_dj,10,21_10,7yn5DOQnBNkTSFS11Gs6B3,Can't let go,Vozol,0.668,0.577,7.0,-7.186,0.0,0.0748,0.198,0.139,0.136,0.319,127.269,21.0,western_dj,11.0,21_11,1
70rOXPlQGVjEkboInw5EBk,She Burns,Foy Vance,0.73,0.403,4.0,-10.146,1.0,0.0483,0.718,0.00242,0.0985,0.502,124.901,4,hindi_sleep,41,4_41,1uehRTjklFflNZkVNYNZXL,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,Darshan Raval;Rochak Kohli,0.519,0.522,10.0,-10.164,1.0,0.0377,0.494,0.0,0.471,0.052,86.999,,,,,0
0Rt2l1jZY1l63z4XpRNzeH,Wish I Didn't Love You,Love Spells,0.447,0.51,6.0,-8.291,0.0,0.0251,0.0692,0.819,0.165,0.253,73.994,6,hindi_sleep,44,6_44,3KoRqwC6xGerhN8gwYf0hY,Under Water / In Air - feat. Ruth Radelet,STRFKR;Ruth Radelet,0.674,0.726,7.0,-5.625,0.0,0.0237,0.0376,0.0263,0.425,0.453,105.027,6.0,hindi_sleep,45.0,6_45,1
5jaV01AxZDomsbwVAAZfxN,Living Legend,KR$NA;Rashmeet Kaur,0.8,0.869,1.0,-6.11,1.0,0.0872,0.495,1.61e-06,0.16,0.681,102.038,1,hindi_chill_lyrics,34,1_34,5M2f7YbqT2m2uOlUJNkDIP,Sam Dam Dand Bhed,Kailash Kher;Bapi-Tutul;Sandeep Nath,0.558,0.886,5.0,-8.556,0.0,0.0508,0.0156,2.9e-05,0.345,0.063,78.256,1.0,hindi_chill_lyrics,35.0,1_35,1
25YaIAzD3lZDzLpFWGKgY4,639 Hz Attract Love & Raise Positive Energy,Serena Lovelace,0.173,0.0646,5.0,-23.659,1.0,0.0369,0.745,0.696,0.11,0.0392,60.249,24,western_focus,63,24_63,3bEtBm2CCiaayMAMd5qBMP,the feeling after,too unbothered.,0.212,0.247,4.0,-19.538,0.0,0.048,0.873,0.953,0.135,0.144,136.29,,,,,0
7CPsdrN3f646GpNWUObOti,Mosaic - solo piano,Adrien de la Salle,0.433,0.00888,5.0,-23.574,0.0,0.0572,0.985,0.943,0.108,0.16,129.65,22,western_focus,130,22_130,4qW2a25CdtWZe3RZr7eUdB,Winter Hymn,Egon Alram,0.4,0.0551,3.0,-28.606,1.0,0.0333,0.941,0.869,0.102,0.207,66.995,,,,,0
1h54366McXSNcici2LAiZP,Smells Like Teen Spirit,Naeleck;Coopex;Duncán;Nito-Onna,0.663,0.882,6.0,-3.022,0.0,0.0484,0.0456,0.0179,0.415,0.217,145.003,19,western_dj,168,19_168,5EYesLtWtcZUoTv6fj5JkW,strange love,anoare,0.258,0.119,8.0,-25.986,0.0,0.0355,0.979,0.751,0.0894,0.0572,82.964,,,,,0
6TkaPL3umExUMvBbnjjDJr,Rewind,Altered Echoes,0.364,0.149,2.0,-20.9,1.0,0.0301,0.966,0.749,0.103,0.0641,103.906,23,western_focus,40,23_40,3bEtBm2CCiaayMAMd5qBMP,the feeling after,too unbothered.,0.212,0.247,4.0,-19.538,0.0,0.048,0.873,0.953,0.135,0.144,136.29,,,,,0
7bWHH83FZ2Mk0lJkG7WynM,Pure Hearts,Adrien de la Salle;Francois Mathian,0.132,0.14,2.0,-16.854,1.0,0.0382,0.981,0.894,0.105,0.126,81.599,22,western_focus,62,22_62,166r3eE8dhuEZJygvDjBbI,Sit Down Paddle,Dasunny,0.788,0.317,0.0,-8.821,1.0,0.0512,0.466,0.499,0.0545,0.414,86.965,,,,,0
3qToa7nSnKh49amY8uWS3B,Sajdaa - Lofi Flip,Deepanshu Ruhela;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma;Shankar-Ehsaan-Loy,0.496,0.519,8.0,-8.515,1.0,0.0397,0.49,8.05e-05,0.217,0.0951,140.127,8,hindi_study,37,8_37,7nsjBUVRQTUEvCReXAtVPi,Kesariya - Lofi Flip,VIBIE;Arijit Singh;Pritam;Bollywood Lofi,0.602,0.41,11.0,-12.368,1.0,0.0391,0.213,1.19e-06,0.235,0.0671,95.02,8.0,hindi_study,38.0,8_38,1
2dlIVDvA7Otn950xPFBNYM,Sapphire Tears,Joy Meyer-Williams,0.413,0.0371,8.0,-29.063,1.0,0.0401,0.995,0.933,0.111,0.339,124.684,26,western_focus,152,26_152,2clhRu8OvFAlmyqbPsFq8G,Prelude in D Minor: Oremus,Sergio Santes,0.596,0.0199,2.0,-25.574,0.0,0.308,0.99,0.853,0.0856,0.339,110.372,,,,,0
63aj87TQG6F3RVO5nbG2VQ,In Da Getto,J Balvin;Skrillex,0.915,0.72,8.0,-3.126,1.0,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,21,western_dj,23,21_23,1YsZiRwu9gpkadYfM781nO,Rasiya - Lofi Flip,VIBIE;TUSHAR JOSHI;Shreya Ghoshal;Bollywood Lofi,0.367,0.273,4.0,-12.495,1.0,0.0301,0.965,0.605,0.109,0.106,79.394,,,,,0
2DpkCVXKWtdekSXzTaCNR3,Planes,Olive Jones,0.587,0.56,1.0,-6.387,0.0,0.0341,0.645,0.00761,0.303,0.225,90.004,18,western_chill_lyrics,3,18_3,4cEuGH4VIE5DWNt65Xzpk3,A Couple Minutes,Jia*,0.49,0.242,4.0,-14.632,1.0,0.0668,0.798,0.131,0.104,0.225,119.778,18.0,western_chill_lyrics,4.0,18_4,1
0TL6ltHxhuh1LBgcABJ7Ja,Gossamer,Kristian Kamp,0.394,0.0258,11.0,-30.845,1.0,0.0342,0.995,0.874,0.0912,0.304,78.918,22,western_focus,61,22_61,7bWHH83FZ2Mk0lJkG7WynM,Pure Hearts,Adrien de la Salle;Francois Mathian,0.132,0.14,2.0,-16.854,1.0,0.0382,0.981,0.894,0.105,0.126,81.599,22.0,western_focus,62.0,22_62,1
5EvRDvtQFIAsbr6ucVD4mM,Fool Moon (Cruised) Feat. PWNT,Crash Richard;Kosta G,0.52,0.722,6.0,-4.606,1.0,0.0434,0.0371,0.834,0.105,0.624,174.713,18,western_chill_lyrics,99,18_99,6k7hhvnGWqdPqnr4R7VJo9,Evening Air,Soothing Oasis,0.121,0.104,7.0,-24.357,1.0,0.0485,0.583,0.902,0.111,0.034,74.357,,,,,0
3LOvS35S519jywgaHFDOVE,Clair de Lune,Claude Debussy;Adrien de la Salle,0.377,0.0457,1.0,-23.229,1.0,0.0487,0.992,0.939,0.103,0.0407,74.189,22,western_focus,185,22_185,0JoaFxLgrqbWutREzcZBzS,One Dance,Drake;Wizkid;Kyla,0.771,0.629,1.0,-5.79,1.0,0.0511,0.00802,0.00252,0.356,0.362,103.918,,,,,0
5s7RgkBdnvZH9LmaXSchnq,New York Nagarama,A.R. Rahman,0.676,0.732,0.0,-7.303,1.0,0.0266,0.327,8.91e-05,0.0794,0.547,126.967,14,telugu_sleep,10,14_10,2BmwXAUDtEzKw4RGtHJu5B,Tandava - Blazy & Gottinari Remix,Shanti People;Blazy;Gottinari,0.635,0.886,4.0,-5.007,0.0,0.156,0.104,0.00762,0.0824,0.134,140.015,,,,,0
05R5NzVM92huBXaszuXSZH,Teri Ore (Lo-Fi Flip),VIBIE,0.325,0.487,2.0,-10.638,1.0,0.0681,0.677,0.000112,0.159,0.205,160.26,2,hindi_chill_lyrics,36,2_36,3qToa7nSnKh49amY8uWS3B,Sajdaa - Lofi Flip,Deepanshu Ruhela;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma;Shankar-Ehsaan-Loy,0.496,0.519,8.0,-8.515,1.0,0.0397,0.49,8.05e-05,0.217,0.0951,140.127,2.0,hindi_chill_lyrics,37.0,2_37,1
3dHV3qCSzTdVHCgKxpsPiE,Tujhe Sochta Hoon - Lofi Flip,Deepanshu Ruhela;KK;Pritam;Bollywood Lofi;Sayeed Quadri,0.386,0.565,0.0,-7.754,0.0,0.0518,0.84,0.00112,0.64,0.189,149.23,8,hindi_study,57,8_57,3BeaiIXko9QV8689eWB6yd,Stockholmsvy,Hannes;waterbaby,0.741,0.389,1.0,-10.971,1.0,0.0615,0.462,0.532,0.103,0.742,90.01,,,,,0
2fcawLNVIBHtTw1hNL1IiW,Touching The Sky,Kaela Black,0.379,0.0214,5.0,-28.875,1.0,0.0574,0.994,0.962,0.103,0.317,138.738,22,western_focus,239,22_239,75pMP3L6TWt6SGUI5emumo,Quiet Axis,novi quiet,0.532,0.0339,4.0,-25.513,1.0,0.0347,0.963,0.855,0.0787,0.276,141.958,,,,,0
2RRClVP1ldNEGKNtEChgA9,Back Once More,PAJANE,0.827,0.992,0.0,-3.569,1.0,0.0798,0.0344,0.0848,0.333,0.516,128.038,19,western_dj,84,19_84,1gjqG4t0xjcVw79NJZ1KVA,Shiva Mantra Ghanapaatha,Uma Mohan,0.645,0.438,2.0,-10.328,1.0,0.0842,0.388,0.0,0.0947,0.35,107.532,,,,,0
5ab4d7VahNC9akxw0JOOaA,When Things Fall Into Place,Baecker,0.414,0.226,0.0,-21.365,1.0,0.0507,0.666,0.935,0.104,0.221,133.931,22,western_focus,197,22_197,5T2ZZiBMDGh3TZDUbxg4rV,Kaun Tujhe,Palak Muchhal;Amaal Mallik;Manoj Muntashir,0.531,0.431,2.0,-8.937,0.0,0.037,0.868,2.47e-05,0.127,0.19,107.99,,,,,0
7ltsfuHdqTZ5LwPpDy1q0v,"Chaiyya Chaiyya (From ""Dil Se"")",Sukhwinder Singh;Sapna Awasthi,0.786,0.579,2.0,-14.913,1.0,0.142,0.186,0.0,0.118,0.481,90.012,3,hindi_chill_lyrics,57,3_57,13plQdOoWSSXPRUSZc5FuM,I Know You Want Me (Calle Ocho),Pitbull,0.817,0.733,2.0,-6.009,1.0,0.145,0.0152,4.31e-05,0.107,0.833,127.056,,,,,0
6knLuUS0fiNwZ6whPtY89c,"For Wolfgang (After Requiem in D Minor, K. 626: III. Sequentia f. Lacrimosa)",Adrien de la Salle;Wolfgang Amadeus Mozart,0.243,0.048,2.0,-19.483,0.0,0.0322,0.987,0.908,0.0969,0.0389,100.912,22,western_focus,100,22_100,5EIFtcs5653Xjgs1gAAB7a,Pee Loon Lofi Mix,Pritam;Mohit Chauhan;Kedrock;Sd Style,0.322,0.439,8.0,-6.807,1.0,0.0441,0.658,2.15e-06,0.557,0.423,74.472,,,,,0
5Krcof4pwOCUDYUgaDn1Nn,Anti-Anxiety,Soothing Oasis,0.176,0.317,9.0,-19.818,1.0,0.0358,0.939,0.667,0.104,0.0795,139.278,28,western_sleep,181,28_181,2y1DkSTCyCuqFPOrjJMLWD,417 Hz Remove Negative Thoughts,Luna Riversong,0.207,0.0484,5.0,-21.805,1.0,0.0493,0.992,0.915,0.217,0.0341,67.03,,,,,0
6pB4kJ4eRa0sJMUtplqekk,Magic Number (魔法数字),Chinese American Bear,0.885,0.535,0.0,-7.708,1.0,0.0554,0.573,0.515,0.343,0.797,118.592,18,western_chill_lyrics,42,18_42,0w9YVUWVvQlk8oMPKWAewA,Mist,Soothing Oasis,0.146,0.0171,11.0,-35.646,0.0,0.0422,0.926,0.421,0.116,0.0478,137.718,,,,,0
4sjiDNmvb0l63hvsHkOSZz,Peace of Mind,Soothing Oasis,0.175,0.0398,11.0,-31.45,1.0,0.0568,0.872,0.685,0.0908,0.0452,127.595,28,western_sleep,164,28_164,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,0.794,0.832,1.0,-4.862,0.0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,,,,,0
1J9vyEntJ79CppvgUxJs75,Zaalima,Arijit Singh;Harshdeep Kaur,0.487,0.898,9.0,-3.791,1.0,0.172,0.309,0.0,0.0886,0.65,88.349,3,hindi_chill_lyrics,105,3_105,6ffahfSRBW2SxCucnS8xhS,In the Distance,Avery's Ambient,0.154,0.024,9.0,-36.883,0.0,0.039,0.988,0.778,0.106,0.0373,136.146,,,,,0
1TRFkS5ljjNjqI9Lu66Bxg,Rest,Soothing Oasis,0.147,0.0317,0.0,-33.014,0.0,0.0489,0.904,0.82,0.115,0.0348,139.489,28,western_sleep,2,28_2,7Bq6uNaqhPbHu39SCTK69A,Take Me Away (From All This Pain),Becky Ainge,0.436,0.0708,9.0,-25.192,0.0,0.0463,0.994,0.948,0.0983,0.178,139.262,,,,,0
2kPqw1f0RTJdddcaClUqO6,Oceans Apart,Equilibrium,0.561,0.038,6.0,-26.042,1.0,0.0378,0.987,0.89,0.113,0.188,80.011,23,western_focus,90,23_90,29aKlnFemuICJhqZPuZ1po,Donuts,Loomington,0.559,0.362,0.0,-9.471,0.0,0.719,0.79,0.929,0.675,0.73,84.801,,,,,0
7byX20BJNdU5JzDTayQsGN,Clockwork,Sophia James,0.551,0.379,1.0,-11.535,1.0,0.0287,0.79,0.0113,0.119,0.355,89.86,15,western_chill_lyrics,61,15_61,0OPyDgTRuIdCJ9B4bYSths,Hotel Room Service,Pitbull,0.85,0.631,1.0,-8.401,1.0,0.227,0.00684,0.000406,0.0679,0.738,126.002,,,,,0
17R484RjjViUxeYPvwG9DC,genesis,ist;dscpl.,0.156,0.346,0.0,-18.564,1.0,0.0323,0.831,0.95,0.0515,0.0856,73.279,29,western_sleep,130,29_130,0ZOlLikCYIMHF2sJcx3oS8,Emantaro,Mani Sharma;S.P. Charan;Harini,0.5,0.691,5.0,-7.536,0.0,0.11,0.0937,4.77e-05,0.142,0.44,174.122,,,,,0
3r1sSvC4miDrE3AvDGGsXA,Nebula,Furomerald,0.56,0.0916,3.0,-21.013,1.0,0.0353,0.868,0.917,0.112,0.0449,117.752,23,western_focus,85,23_85,1Hjv0edwz7rpN7Im7nULZZ,Distant,Soothing Oasis,0.133,0.0339,10.0,-33.301,1.0,0.0411,0.868,0.878,0.111,0.0386,143.481,,,,,0
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,21,western_dj,69,21_69,32yIEFS62uS5ryhr2Xlooj,Hotel Room Service,Pitbull,0.849,0.599,6.0,-8.164,1.0,0.227,0.00301,0.000249,0.0763,0.761,126.003,21.0,western_dj,70.0,21_70,1
1Ate6jURxSSrQcwXcCdzNJ,528 Hz Love & Miracles,Luna Serenes,0.199,0.0369,6.0,-24.314,1.0,0.0547,0.986,0.936,0.106,0.0325,70.221,24,western_focus,142,24_142,7kE18LIKowFAQL4eOwBbNi,Spruces and pines,Fredrik Lundberg,0.332,0.0462,1.0,-30.707,1.0,0.0349,0.984,0.929,0.109,0.186,143.636,,,,,0
0o7F3b4QNRaSL3EKn4Jjel,Adagio,Regnør,0.311,0.0535,5.0,-33.698,1.0,0.0311,0.992,0.918,0.0984,0.208,125.211,26,western_focus,141,26_141,05oBQ8TSV2pu45JLEPORM4,sunflowers,Loucent,0.294,0.0446,9.0,-33.466,0.0,0.0332,0.916,0.956,0.0688,0.112,173.924,,,,,0
2ReOYttowE9qsVMGfnDSGB,Cause Baby,Zelum;Nills,0.683,0.798,1.0,-7.001,0.0,0.0357,0.0733,0.349,0.107,0.184,125.982,16,western_chill_lyrics,47,16_47,1Id4qgX96YvttBXONc48bI,Starfall,ZIMZAM,0.732,0.676,8.0,-8.083,1.0,0.0658,0.396,0.913,0.178,0.191,131.936,16.0,western_chill_lyrics,48.0,16_48,1
4DvAqLQNC0kW3XT2EE69cY,Tum Tak - Lofi Flip,Deepanshu Ruhela;Swattrex;Javed Ali;A.R. Rahman,0.696,0.451,2.0,-9.711,1.0,0.0317,0.174,4.84e-05,0.722,0.396,116.997,2,hindi_chill_lyrics,42,2_42,7BbhFrLzCP7DdnV69vVbCv,Hosanna - Lofi Flip,Leon D'souza;Suzanne D'Mello;Vijay Prakash;Blaaze;Jammy Weirdo;Mig,0.315,0.338,4.0,-13.75,0.0,0.0314,0.647,0.00338,0.5,0.105,75.052,2.0,hindi_chill_lyrics,43.0,2_43,1
1ZygZX3pyRyGxANo6WrSV0,Purple Haze,Joy Oladokun,0.8,0.325,7.0,-6.787,1.0,0.0331,0.458,0.0,0.131,0.472,91.975,4,hindi_sleep,58,4_58,484fdJ1RYBoo6I4rdQdoV1,nothing lasts forever,ist;cØzY,0.374,0.0696,3.0,-27.915,0.0,0.0343,0.917,0.837,0.111,0.0785,70.006,,,,,0
0J32M4Uc5qVhKwCvdDbACb,Higher - Notre Dame Remix,BLOND:ISH;Black Circle,0.608,0.773,7.0,-6.682,0.0,0.0433,0.000395,0.771,0.0951,0.401,123.945,16,western_chill_lyrics,13,16_13,6BXUGrMChRpa4jXpUJWseE,Gemini Eyes,Arima Ederra,0.445,0.331,7.0,-10.605,0.0,0.0255,0.8,0.217,0.0901,0.175,84.395,,,,,0
6LnKF81ya983e07tTgAFql,"Tujhe Kitna Chahein Aur Hum (From ""Love In Lo-Fi Volume 1"")",Jubin Nautiyal;Dj Chetas;DJ Nyk,0.598,0.586,11.0,-10.668,1.0,0.0392,0.72,0.0252,0.0852,0.214,137.934,8,hindi_study,73,8_73,2tIuYjDRwnJfJEt4uDEjRl,ghee,lilibu,0.695,0.204,1.0,-16.089,1.0,0.0397,0.704,0.918,0.623,0.417,102.012,,,,,0
4aJ4U13frhFKPAZG7TuHhq,voices,Envacity,0.216,0.0953,8.0,-25.292,1.0,0.0363,0.911,0.634,0.127,0.197,77.082,29,western_sleep,157,29_157,6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,Amaal Mallik;Arijit Singh;Tulsi Kumar,0.505,0.667,9.0,-5.797,1.0,0.0323,0.597,0.0,0.213,0.516,151.728,,,,,0
66MP31dDAEV6rsmMKDVm9o,School Rooftop (Bird Sounds),Hisohkah;WMD,0.326,0.0959,4.0,-32.196,1.0,0.0585,0.96,0.00431,0.379,0.06,110.149,29,western_sleep,164,29_164,4vPX19GNpem968DxDNE7pq,Floating Leaves,Nicholas Bamberger,0.299,0.115,7.0,-28.248,0.0,0.0345,0.983,0.915,0.103,0.308,140.245,,,,,0
0iKtQHMwA3k3NeKFWo17eN,Bangala Kathamulo,Ramana Gogula;Sunitha,0.854,0.826,7.0,-8.421,1.0,0.0863,0.394,0.658,0.134,0.453,114.745,12,telugu_chill_lyrics,49,12_49,2zZTXtLqCsICzEcztKjn47,"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar;Kavita Seth;Pritam,0.714,0.892,11.0,-5.342,0.0,0.0516,0.00145,0.000817,0.0462,0.899,134.997,,,,,0
07Qi45wWBw9t8i1HIxgdPO,going back,ist;Swik,0.123,0.0381,6.0,-27.047,0.0,0.0393,0.885,0.924,0.0853,0.0386,180.529,29,western_sleep,114,29_114,5DQS3h02Ctj3Se4S19eKZY,Interiore,Gajaka,0.428,0.0569,11.0,-29.881,0.0,0.0324,0.796,0.784,0.11,0.159,75.016,,,,,0
0HdIgXz4UoH6UA2f3Xw1r9,Bliss,Rasmus H Thomsen,0.462,0.167,1.0,-22.367,0.0,0.0303,0.994,0.945,0.0904,0.608,108.87,22,western_focus,83,22_83,0tMRFAZNW3Mu4cMV0QUw0Q,Sou,Hideyuki Hashimoto,0.438,0.0928,1.0,-28.437,1.0,0.0304,0.991,0.953,0.105,0.347,137.22,,,,,0
