source_track_id,source_Track Name,source_Artist Name(s),source_Danceability,source_Energy,source_Key,source_Loudness,source_Mode,source_Speechiness,source_Acousticness,source_Instrumentalness,source_Liveness,source_Valence,source_Tempo,source_pid,source_region_genre_id,source_position,source_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_Danceability,target_Energy,target_Key,target_Loudness,target_Mode,target_Speechiness,target_Acousticness,target_Instrumentalness,target_Liveness,target_Valence,target_Tempo,target_pid,target_region_genre_id,target_position,target_pid_position,label
4LDEGhVW8t3iO3D7VIttfa,TOUCH ME (ALL NIGHT LONG),CŒUR ACIDE,0.567,0.966,1.0,-2.312,1.0,0.0494,0.000453,1.04e-06,0.364,0.613,125.007,16,western_chill_lyrics,24,16_24,4mGQXs7GeVBfDIUyXYa6bZ,Our Desire,APE;Conor Maynard,0.648,0.616,11.0,-9.277,0.0,0.0965,0.346,0.0,0.21,0.628,120.046,16.0,western_chill_lyrics,25.0,16_25,1
67nxgDAXgyahpQ0DMqM6lW,Soniyo - Lofi Flip,Deepanshu Ruhela;Sonu Nigam;Shreya Ghoshal;Neeraj Shridhar;Raju Singh,0.73,0.497,9.0,-9.579,1.0,0.0322,0.167,0.000249,0.725,0.252,109.969,27,western_sleep,28,27_28,7Im1vmqr67pYDEVGg5C8JO,Romance,Jazza Mazza,0.629,0.218,11.0,-12.411,1.0,0.162,0.918,0.947,0.109,0.529,75.957,,,,,0
3IOgP2PSCTdoAID7VmMGEh,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Darshan Raval;Rochak Kohli;R. D. Burman,0.532,0.603,10.0,-7.575,1.0,0.0545,0.756,0.0,0.323,0.431,173.955,27,western_sleep,41,27_41,0lNfCJ4bSP8tBGoGUVM984,174 Hz Peaceful Breathing,Serenity Mindwell,0.167,0.176,2.0,-23.908,0.0,0.0478,0.929,0.961,0.131,0.0398,140.77,,,,,0
3QIcezZQJD2Vkb0SkhnQyp,Eden,Avalon Emerson,0.643,0.938,7.0,-5.29,1.0,0.0357,0.0415,0.008,0.0974,0.914,110.004,18,western_chill_lyrics,33,18_33,20aysL9kYxvNPuSWEzh8pl,Back In Love,LEISURE,0.698,0.458,7.0,-7.685,0.0,0.0305,0.588,0.00025,0.127,0.59,84.012,18.0,western_chill_lyrics,34.0,18_34,1
3FB6fY9ZiVn8s2ZP6bksdY,Pranamlo Pranamga,K. S. Chithra,0.732,0.563,2.0,-6.927,0.0,0.0419,0.672,0.000121,0.346,0.497,121.87,12,telugu_chill_lyrics,77,12_77,0ou367q5bmco9pZNxq80iD,Day 'N' Nite - Martin Jensen Edit,Stefy De Cicco;Ben Hamilton;Martin Jensen,0.766,0.849,11.0,-5.42,0.0,0.0361,0.0611,0.0809,0.0536,0.589,125.033,,,,,0
2bYHZFQGqyxC886xCL1uIg,Tere Liye (Lofi Mix),Atif Aslam;Shreya Ghoshal;Sachin Gupta;Abhimanyu-Pragya,0.498,0.466,11.0,-12.378,0.0,0.0339,0.91,0.793,0.104,0.27,99.804,2,hindi_chill_lyrics,23,2_23,3vYk2VXjV8WFqadqzp1gtF,Tujh Mein Rab Dikhta Hai - LoFi Mix,Salim–Sulaiman;Roop Kumar Rathod;Jaideep Sahni,0.595,0.266,5.0,-16.632,0.0,0.055,0.951,0.295,0.0992,0.461,80.061,2.0,hindi_chill_lyrics,24.0,2_24,1
4QWApLmvBJa5j6ssdD2slL,Para Ti,Andreas Wolff,0.397,0.111,4.0,-17.423,0.0,0.0486,0.955,0.945,0.0933,0.065,129.922,22,western_focus,258,22_258,5N56pgOicPJjfMsYV5ppyK,Saudade,Vivian Roost,0.382,0.0292,6.0,-27.875,0.0,0.0408,0.992,0.898,0.0789,0.19,97.239,22.0,western_focus,259.0,22_259,1
0kkX746BEgDS6Tdi1iLSj9,Molto piano,Arata Rin,0.367,0.0567,2.0,-31.267,0.0,0.0514,0.994,0.951,0.0973,0.208,67.161,26,western_focus,12,26_12,2xkVyTSeoIWStwR6aH2Nse,Hawayein - Lofi Flip,Kedrock;Sd Style;Arijit Singh;Pritam;Bollywood Lofi,0.569,0.443,2.0,-9.77,1.0,0.0251,0.764,0.055,0.141,0.164,104.043,,,,,0
7D3Ye9VMbfDXU78FtR3pFt,When We Feel Young - Nature Tapes,When Chai Met Toast,0.61,0.455,4.0,-8.696,1.0,0.0307,0.742,4.94e-05,0.0808,0.266,82.515,5,hindi_sleep,16,5_16,38AKv3z5kTzFFM2YC793Gg,Mantra,Køsk Skriner,0.415,0.024,1.0,-27.904,1.0,0.0324,0.906,0.874,0.103,0.11,75.888,,,,,0
0s5Ibgs1DKYkYfvb5nNP37,Weeds,Handsome Ghost,0.579,0.325,0.0,-9.835,1.0,0.0284,0.721,2.24e-06,0.403,0.428,79.983,4,hindi_sleep,112,4_112,4mzYFb0DBTFNgyBtdbzznK,Pallid Eyes,Emily Jane White,0.391,0.428,11.0,-12.409,0.0,0.0287,0.459,0.00826,0.17,0.243,91.881,4.0,hindi_sleep,113.0,4_113,1
6MY1xABxoZATrEr4FeUhEM,Delicate,Damien Rice,0.34,0.144,5.0,-14.502,1.0,0.0419,0.684,0.00112,0.101,0.147,81.179,15,western_chill_lyrics,48,15_48,3CAX47TnPqTujLIQTw8nwI,Old Pine,Ben Howard,0.402,0.364,5.0,-10.836,1.0,0.033,0.449,0.0508,0.162,0.224,129.568,15.0,western_chill_lyrics,49.0,15_49,1
0mHsQ8g61NIao1qGgnkOm1,Ravan,VILEN,0.697,0.699,10.0,-5.425,0.0,0.0404,0.0499,0.0,0.0961,0.328,120.033,7,hindi_study,41,7_41,2txFYMplSLS8vfkVpFvuvk,Unsaid,Mats Madestam,0.315,0.0097,2.0,-29.831,1.0,0.0393,0.991,0.91,0.0876,0.0723,175.096,,,,,0
4l6a4lOsu8cxKCiOYnLE26,The Man On The Lake,Callum Dario,0.471,0.0336,5.0,-27.914,1.0,0.0415,0.994,0.948,0.0994,0.264,75.429,26,western_focus,54,26_54,5oJzLdbHli0wBIHqC8liLs,Wings of hope,Morlya,0.474,0.0156,5.0,-30.175,1.0,0.0768,0.992,0.96,0.118,0.371,128.138,26.0,western_focus,55.0,26_55,1
44rRmtDv7RYrRGOiOaBir1,Beach - Turquoise,Eemeli Repo,0.831,0.621,6.0,-11.076,1.0,0.0553,0.0839,0.852,0.104,0.174,117.99,16,western_chill_lyrics,22,16_22,7zCtqCpaLKoUPxNlw46GCi,Pari Poke Pitta,Devi Sri Prasad;Mallikarjun;Sagar,0.955,0.778,2.0,-6.964,1.0,0.151,0.113,0.000185,0.247,0.576,127.993,,,,,0
6Vm8ycKvqU6R266SrfTEcZ,Walk On Air,Antonio Roberto,0.593,0.236,2.0,-23.654,1.0,0.0371,0.966,0.913,0.111,0.221,148.005,23,western_focus,18,23_18,46rZgRYU1H5Xnv0n75OGis,Deep Down Low,Valentino Khan,0.794,0.896,5.0,-1.514,0.0,0.0677,0.00371,0.615,0.0876,0.5,125.999,,,,,0
5MQLDkiEagOTLKpfa59a06,Jadoo,Akshath,0.614,0.468,9.0,-7.147,1.0,0.0275,0.732,3.81e-05,0.336,0.4,114.07,17,western_chill_lyrics,22,17_22,4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose;AFROJACK,0.717,0.716,3.0,-5.485,0.0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,,,,,0
13KIV1iZ2LXabTE1v9GONW,O Re Piya - Lofi Mix,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,0.255,0.412,11.0,-12.43,0.0,0.0326,0.785,0.541,0.0932,0.129,95.727,8,hindi_study,75,8_75,1Vrs62N0t96yDyEnHEKfNX,For Two,APE;oliver.,0.618,0.912,5.0,-4.984,1.0,0.04,0.00379,0.0538,0.057,0.482,120.019,,,,,0
4E8PDy4xg4IV6iVPUgZ0Kg,Asalem Gurthukuradhu,K. S. Chithra,0.74,0.64,9.0,-8.234,1.0,0.0335,0.24,0.000496,0.116,0.54,126.914,12,telugu_chill_lyrics,7,12_7,3vmsgPajP1dl2Gcx6eiA6U,Bliss,Sergio Sorrentino;Adrien de la Salle,0.725,0.13,9.0,-19.581,1.0,0.0916,0.987,0.909,0.108,0.14,135.385,,,,,0
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,David Guetta;Anne-Marie;Coi Leray,0.602,0.91,7.0,-3.404,1.0,0.0308,0.00126,0.000174,0.12,0.228,127.944,19,western_dj,4,19_4,5BOnNaaci0Jqvf7YMlQsgC,Seismic Clarity,Lumen Atlas,0.516,0.0385,7.0,-25.038,1.0,0.0421,0.976,0.937,0.109,0.0789,75.054,,,,,0
4Q6kcMuzi2X60hl37hVWQd,Sycamore,Leavv;Makzo;Beats for Trees,0.68,0.278,4.0,-9.171,0.0,0.0905,0.902,0.193,0.0991,0.549,77.214,25,western_focus,35,25_35,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu;beabadoobee,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,,,,,0
5bQ6oDLqvw8tywmnSmwEyL,Apna Bana Le,Sachin-Jigar;Arijit Singh;Amitabh Bhattacharya,0.586,0.562,9.0,-7.399,1.0,0.0267,0.803,5.52e-06,0.063,0.436,93.982,9,hindi_study,99,9_99,4zbjAvkI6oKXRDG7tsZAQa,The Long Road,elveper,0.278,0.0402,1.0,-28.509,0.0,0.0375,0.97,0.887,0.0926,0.066,67.184,,,,,0
7vcFleHortFAKdqGn7J9aV,Eternal Calm,Isidorus,0.392,0.0175,0.0,-31.56,1.0,0.0391,0.994,0.962,0.137,0.287,66.127,26,western_focus,38,26_38,3777jUJWxFCG52LNgz8esX,Kwenzekani,Limocarda,0.694,0.337,0.0,-14.92,1.0,0.0436,1.47e-05,0.191,0.0601,0.883,119.999,,,,,0
1mZsBdf3IOHf0lKt5xHYUo,Lasting,Soothing Oasis,0.179,0.0158,1.0,-32.814,1.0,0.0487,0.927,0.98,0.101,0.0361,62.899,28,western_sleep,201,28_201,0btYaLBQhM3lwwe8h1MJQ4,Solfeggio Frequencies 174 Hz,Silas Tranquilmind,0.196,0.00983,5.0,-33.033,1.0,0.0447,0.986,0.915,0.101,0.0368,79.381,,,,,0
3jsYvybqvfeT0gvegih2pI,clarity,Swik,0.359,0.0115,3.0,-35.171,0.0,0.0313,0.847,0.902,0.117,0.0807,68.531,29,western_sleep,119,29_119,3I8RHUlDEekCSkaUwFOXWA,luv fades++,analoq.;too unbothered.,0.222,0.0108,6.0,-35.462,1.0,0.0657,0.99,0.932,0.0956,0.0366,62.758,29.0,western_sleep,120.0,29_120,1
59rkTkputMqoxunf9IRzOc,Dominoes,Jungle,0.689,0.952,2.0,-5.249,0.0,0.114,0.113,0.78,0.298,0.415,107.978,6,hindi_sleep,77,6_77,1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon;Sachet-Parampara,0.308,0.585,9.0,-5.18,0.0,0.0428,0.45,0.0,0.319,0.345,171.843,,,,,0
2ez15htfMruYGZAGpIUjit,Crank That,Pickle,0.772,0.932,0.0,-5.195,1.0,0.0462,0.00336,0.496,0.0793,0.177,130.007,19,western_dj,109,19_109,3RyfIFxOrHLJV3reR37Xwr,Choolenge Aasma,Adnan Sami;Ramya Behara;Veena Ghantasala,0.869,0.659,11.0,-7.756,0.0,0.0522,0.303,0.0,0.1,0.701,99.959,,,,,0
0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar;Arijit Singh;Caralisa Monteiro;Jaideep Sahni,0.799,0.784,4.0,-5.207,0.0,0.0519,0.11,2.84e-06,0.227,0.26,96.953,9,hindi_study,47,9_47,3NdGpyJAAJdPCGSd69qSnu,Water and Light,Soothing Oasis,0.146,0.0536,10.0,-31.816,1.0,0.0422,0.975,0.371,0.113,0.088,138.973,,,,,0
3jyqXdAjwqO3gFtjnYrbq9,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")",Darshan Raval;Rochak Kohli,0.537,0.604,10.0,-7.576,1.0,0.054,0.757,0.0,0.322,0.41,173.915,3,hindi_chill_lyrics,65,3_65,0dLbrlAVPPjpPqnYfmJsWk,Tera Hone Laga Hoon,Pritam;Atif Aslam;Alisha Chinai,0.686,0.771,8.0,-5.33,1.0,0.0303,0.545,0.0,0.127,0.551,119.981,3.0,hindi_chill_lyrics,66.0,3_66,1
1SLoFm1ss9bO4QH1667q9c,Magnetic Stillness,novi quiet,0.623,0.0328,11.0,-27.284,0.0,0.0427,0.995,0.922,0.0953,0.082,74.03,23,western_focus,42,23_42,2lAdNMHZPx6VP5C0SGzrGg,My Brand,Starstrum,0.478,0.124,9.0,-21.982,1.0,0.0314,0.936,0.859,0.108,0.0688,72.991,23.0,western_focus,43.0,23_43,1
0pFU6YAwMxz6w4z51oMUI3,Yeto Vellipoyindi,Rajesh Krishnan,0.664,0.56,0.0,-13.209,1.0,0.1,0.558,0.000194,0.0985,0.553,97.975,12,telugu_chill_lyrics,9,12_9,4HKwYkPAmpmuy5eMr8k7w0,Gussa,Sukhwinder Singh,0.715,0.715,0.0,-8.443,1.0,0.0892,0.179,0.0126,0.147,0.199,125.007,,,,,0
4Xp1Gc8ybtsEPrd0v5GOIE,Another Day,Mad Miguel,0.587,0.823,1.0,-4.979,1.0,0.0558,7.38e-05,0.893,0.234,0.316,128.098,19,western_dj,63,19_63,2ZL0rLsGPUBjM6ygXOf3TG,Baap Se,Fotty Seven;KR$NA,0.577,0.692,0.0,-7.839,1.0,0.335,0.0157,0.0,0.364,0.382,200.001,,,,,0
2oYTG1BD9KM0CAuwqGPaKI,Cheppave Chirugali,Udit Narayan;Sujatha,0.586,0.618,11.0,-9.554,0.0,0.121,0.0506,0.0,0.0956,0.503,157.485,13,telugu_sleep,41,13_41,5DQS3h02Ctj3Se4S19eKZY,Interiore,Gajaka,0.428,0.0569,11.0,-29.881,0.0,0.0324,0.796,0.784,0.11,0.159,75.016,,,,,0
24PQ9KOdT58cJ62Fh5dSjm,The Big One,Ken Yates;Kathleen Edwards,0.64,0.407,10.0,-12.257,1.0,0.0328,0.61,0.00142,0.0934,0.399,105.987,15,western_chill_lyrics,71,15_71,63gWjcGKmpz90e8AHxF680,How To Save A Life (feat. loafers & The High),Timmy Trumpet;loafers;The High,0.51,0.751,9.0,-4.966,1.0,0.0379,0.0907,1.24e-05,0.319,0.506,150.026,,,,,0
6GcsS3rJEQusyLjtGr76P8,Halfway There,Njordr,0.544,0.0915,7.0,-24.85,1.0,0.0353,0.871,0.861,0.111,0.0392,136.057,23,western_focus,130,23_130,1Phc7osCqPS3iLiGFiE4Fi,Theories,Theo Ember,0.508,0.0677,2.0,-27.729,0.0,0.0315,0.986,0.936,0.104,0.257,68.015,23.0,western_focus,131.0,23_131,1
6Dle7iZGTOyVzbxpvsKTi1,oldkeys,Analogue Alf,0.613,0.013,1.0,-17.666,0.0,0.105,0.975,0.91,0.0973,0.175,77.012,25,western_focus,27,25_27,4Pp19M88QCTYhHSlt9GFmB,When I look at you,Kisane,0.455,0.0566,2.0,-27.743,1.0,0.0382,0.994,0.919,0.0999,0.292,111.975,,,,,0
2aRW7EUL4DxTXkZ4MMHIpy,The Outer Rim,Nómis,0.501,0.0558,5.0,-30.826,1.0,0.0282,0.937,0.905,0.0882,0.0396,79.056,23,western_focus,27,23_27,0pfQoBHepc5zOplOhLDgSh,Lunar Waves,Asher Stone,0.46,0.125,1.0,-27.127,0.0,0.0283,0.876,0.95,0.0998,0.0832,77.012,23.0,western_focus,28.0,23_28,1
7iLA6PQeQWRjLDHOJgGpj5,Gerua,Pritam;Arijit Singh;Antara Mitra,0.371,0.668,11.0,-7.269,0.0,0.0497,0.636,2e-06,0.294,0.403,87.458,9,hindi_study,93,9_93,0bp0QWCydGRvnlxo2VUHzV,Sea,Soothing Oasis,0.137,0.0594,9.0,-30.438,0.0,0.0395,0.941,0.706,0.105,0.0365,143.66,,,,,0
2dmZy75CTSv6BFo7IbO0eK,Mr. Saxobeat,Klaas,0.638,0.889,11.0,-5.276,0.0,0.127,0.0476,0.0336,0.24,0.511,127.012,19,western_dj,130,19_130,6lO855y2athPU69GEgmFnV,Find The Light Behind The Clouds,Muriël Bostdorp,0.392,0.0374,9.0,-26.862,0.0,0.0455,0.993,0.936,0.0815,0.304,94.23,,,,,0
3PTsvzTENG4jREGGQz9xpb,The Way Back Home,Aisha Badru,0.491,0.328,9.0,-16.564,1.0,0.0384,0.684,0.000146,0.0848,0.107,81.958,15,western_chill_lyrics,95,15_95,32yIEFS62uS5ryhr2Xlooj,Hotel Room Service,Pitbull,0.849,0.599,6.0,-8.164,1.0,0.227,0.00301,0.000249,0.0763,0.761,126.003,,,,,0
67LdLmIj2GVrGf4ZUuLaE1,Aa Mil,Zaeden;Lisa Mishra,0.484,0.526,0.0,-8.629,1.0,0.0354,0.394,0.000831,0.281,0.444,80.008,17,western_chill_lyrics,33,17_33,5dG3KI5rIUwiUQNNr3Y1to,Nuvvunte Naa Jathagaa,A.R. Rahman;Sid Sriram;Issrath Quadhri;Ramajogayya Sastry,0.45,0.686,0.0,-4.111,1.0,0.0361,0.126,0.0,0.147,0.208,78.973,,,,,0
1O830N4qSvTEjDqDyvAuWQ,Gundu Sudhi,M. M. Keeravaani;Sunitha,0.673,0.702,4.0,-6.773,1.0,0.0415,0.561,2.41e-06,0.304,0.834,134.902,10,telugu_chill_lyrics,38,10_38,5wxy2wgvF1y41GjUicG43B,Love U Raa,Mani Sharma;Deepu;Rita Thyagarajan,0.835,0.757,5.0,-5.75,0.0,0.149,0.0252,0.000215,0.129,0.701,94.001,10.0,telugu_chill_lyrics,39.0,10_39,1
1nKwOzdsab3O0aj6Bwpkbx,Sun in the Mist,Becky Ainge,0.345,0.0211,8.0,-29.29,1.0,0.0501,0.993,0.94,0.0997,0.157,76.028,22,western_focus,216,22_216,4Kxb0Ailz0ioGdgqdbaSFV,The Journey,Notation,0.71,0.389,2.0,-10.91,0.0,0.0364,0.577,0.875,0.111,0.0779,80.965,,,,,0
1jISJAZqn9ffJZs71x1vpG,Droplets,Adrien de la Salle,0.412,0.00327,5.0,-27.864,1.0,0.0568,0.991,0.949,0.0973,0.203,74.871,22,western_focus,210,22_210,2A17TySL9lcoRTA28w9yfB,La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira;Carlinhos Brown,0.783,0.806,11.0,-5.449,1.0,0.0763,0.179,0.000113,0.341,0.576,127.98,,,,,0
4fDj6VohDQtQ5qdEKrV0nW,Dreamland,Robert Gromotka,0.565,0.123,0.0,-19.947,0.0,0.0341,0.985,0.937,0.109,0.315,79.978,22,western_focus,261,22_261,1tOC4FVqVmsWrnwJ8Wu1Zy,Another Time,Nancy Leticia,0.447,0.0348,8.0,-26.811,1.0,0.0494,0.991,0.901,0.103,0.411,113.15,22.0,western_focus,262.0,22_262,1
6d77EgzJQqzb3NX9MjrTww,On The Floor,Gin and Sonic;EMMA LX,0.83,0.936,10.0,-6.951,0.0,0.178,0.19,0.00896,0.0898,0.325,126.018,19,western_dj,101,19_101,4rlorWDmvzDcfVDXgugCzL,equilibrium,Holly Jones,0.246,0.0143,10.0,-26.544,0.0,0.0422,0.988,0.913,0.0908,0.152,73.033,,,,,0
5wsu92lD7Is6uxZQ6xbLMl,Diamond Life,404BABY,0.686,0.803,11.0,-6.072,0.0,0.0346,0.0184,1.41e-06,0.888,0.63,125.983,21,western_dj,37,21_37,11Zf57uWFO946gEDshN4GI,Warmth,Soothing Oasis,0.151,0.038,0.0,-33.886,0.0,0.0507,0.869,0.659,0.112,0.037,137.724,,,,,0
5XsDgFuAReGMCsghtWn94R,Bilionera - Slowed Reverb,Cover Time,0.82,0.635,11.0,-6.323,0.0,0.0682,0.0563,1.12e-05,0.274,0.349,127.414,20,western_dj,74,20_74,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,CJ,0.719,0.648,3.0,-7.6,0.0,0.125,0.2,0.0,0.127,0.66,140.201,20.0,western_dj,75.0,20_75,1
4XuVXSMJkiHJXqFsRDZ2w7,Maula Maula,"Rooshin Dalal, Sukhwinder Singh",0.64,0.78,2.0,-8.578,1.0,0.0791,0.178,1.32e-05,0.0922,0.552,80.057,7,hindi_study,15,7_15,3bYSuNFC8UqtpTRKBcDtZf,Mwaki - Tiësto's VIP Mix,Zerb;Sofiya Nzau;Tiësto,0.689,0.897,7.0,-6.422,0.0,0.041,0.0281,0.0147,0.119,0.38,127.993,,,,,0
1O830N4qSvTEjDqDyvAuWQ,Gundu Sudhi,M. M. Keeravaani;Sunitha,0.673,0.702,4.0,-6.773,1.0,0.0415,0.561,2.41e-06,0.304,0.834,134.902,13,telugu_sleep,45,13_45,7CwwtSBeTSglx1kDJ6owQ2,Ekkada Ekkada,S.P. Charan;Harini,0.631,0.656,9.0,-7.385,0.0,0.0767,0.185,4.61e-05,0.339,0.508,97.947,13.0,telugu_sleep,46.0,13_46,1
4SuPGTvtwdDq9UWXNj8iOd,Vaalu Kanuladaanaa,Unni Menon,0.563,0.635,7.0,-10.059,0.0,0.0656,0.222,0.0,0.154,0.392,149.846,12,telugu_chill_lyrics,2,12_2,7jbNMW04ju92tfMsSwIJyi,Kannullo Nee Roopame,Hariharan;K. S. Chithra,0.645,0.37,6.0,-14.58,1.0,0.0455,0.688,3.93e-05,0.121,0.555,90.043,12.0,telugu_chill_lyrics,3.0,12_3,1
6MR3uaSDnAgNgwKOz90nqy,come back to me,valley of memories;Grisby;C.O.V.E.R,0.287,0.0806,8.0,-24.58,1.0,0.0338,0.899,0.94,0.11,0.135,70.123,29,western_sleep,18,29_18,0ls3NP6p33ZguJBvLT4o57,Chal Utth Bandeya,Sukhwinder Singh;Zeus;Raj Ranjodh,0.637,0.818,2.0,-3.017,1.0,0.119,0.0681,3.05e-06,0.105,0.486,190.089,,,,,0
3eG8GFnosxLGJqLak1MMx1,A Different Side Of Us,Polo & Pan;PawPaw Rod,0.612,0.672,0.0,-6.787,1.0,0.12,0.0726,2.88e-05,0.0785,0.153,89.989,18,western_chill_lyrics,54,18_54,0y7I045qDUH1carkgTB2UG,Turn,Hideyuki Hashimoto,0.377,0.0751,3.0,-32.408,0.0,0.0293,0.989,0.908,0.0631,0.516,141.654,,,,,0
2ez15htfMruYGZAGpIUjit,Crank That,Pickle,0.772,0.932,0.0,-5.195,1.0,0.0462,0.00336,0.496,0.0793,0.177,130.007,19,western_dj,109,19_109,2IkFYu5yQsH0eIt8vIk5To,Sandstorm,DJ Kuba;Neitan;Rudeejay,0.722,0.979,4.0,-4.981,0.0,0.132,0.013,0.675,0.346,0.0792,134.993,19.0,western_dj,110.0,19_110,1
0iB5f04XdJ2tcfhoVkeLV8,LET'S GET FKD UP,Alok;Mondello'G;CERES;Tribbs,0.65,0.946,10.0,-5.454,1.0,0.0421,0.00191,0.127,0.149,0.425,160.027,19,western_dj,11,19_11,5Krcof4pwOCUDYUgaDn1Nn,Anti-Anxiety,Soothing Oasis,0.176,0.317,9.0,-19.818,1.0,0.0358,0.939,0.667,0.104,0.0795,139.278,,,,,0
4IE6nqSTpxrN0w34jYcSfK,Low Tide,Ren Lockhart,0.312,0.0233,9.0,-32.611,1.0,0.045,0.995,0.928,0.0987,0.223,175.039,26,western_focus,100,26_100,1V9NkiE9Dw9gEgOU57yzon,slipping behind,too unbothered.,0.428,0.0941,7.0,-26.123,0.0,0.0387,0.928,0.901,0.111,0.0668,140.013,,,,,0
16cuM5q46CqebnhdRB1nQG,Dil Ibaadat - Lofi Flip,Deepanshu Ruhela;Pritam;KK;Bollywood Lofi;Sayeed Quadri,0.552,0.48,2.0,-5.711,0.0,0.033,0.864,4.16e-05,0.297,0.111,140.142,8,hindi_study,35,8_35,7Izr4elXjEeNUeCRWYwp8q,Shade,Astra,0.411,0.0299,7.0,-29.254,0.0,0.0287,0.968,0.927,0.105,0.203,141.897,,,,,0
3To56W9ZSbqO7jh3U2X4pP,Shimmers Galore,Nevulas,0.482,0.111,6.0,-24.603,0.0,0.0356,0.836,0.799,0.111,0.103,71.991,23,western_focus,153,23_153,2tDjsli7vCql7vIzu5Gq3W,Equivalence,All the World,0.568,0.0379,7.0,-26.181,1.0,0.0549,0.944,0.93,0.109,0.309,74.982,23.0,western_focus,154.0,23_154,1
4Y3HG8mmJYpHN05X7SWWHI,Devudey Dhigi,KK;Usha,0.793,0.919,7.0,-5.894,1.0,0.121,0.2,0.0002,0.191,0.533,109.972,12,telugu_chill_lyrics,21,12_21,56H2YNp0awzdDN3MB9970S,Essence Of Water,Kjell Sønksen,0.336,0.108,0.0,-21.478,1.0,0.0552,0.993,0.897,0.148,0.213,152.106,,,,,0
3ieUtb4ecQgEYxae8dzEUi,Shrike,Hozier,0.496,0.276,7.0,-8.464,0.0,0.0296,0.492,0.00367,0.101,0.0634,153.923,15,western_chill_lyrics,45,15_45,65e3o9NmPeuUjxf9eugAeA,Sweetpie,Geoffroy,0.515,0.107,9.0,-13.528,1.0,0.0409,0.774,0.00204,0.129,0.274,126.75,15.0,western_chill_lyrics,46.0,15_46,1
47GoImoZiTI32p1t4H4b7h,Raataan Lambiyan - Lofi Flip,VIBIE;Jubin Nautiyal;Asees Kaur;Tanishk Bagchi;Bollywood Lofi,0.456,0.37,10.0,-12.631,1.0,0.0481,0.944,0.0425,0.287,0.303,80.503,2,hindi_chill_lyrics,41,2_41,4DvAqLQNC0kW3XT2EE69cY,Tum Tak - Lofi Flip,Deepanshu Ruhela;Swattrex;Javed Ali;A.R. Rahman,0.696,0.451,2.0,-9.711,1.0,0.0317,0.174,4.84e-05,0.722,0.396,116.997,2.0,hindi_chill_lyrics,42.0,2_42,1
6DUoSZfPiO6XdSg1QZXJc0,Your Favorite Song,APE;Astrid James,0.773,0.781,0.0,-5.97,1.0,0.054,0.723,0.00125,0.11,0.228,120.047,16,western_chill_lyrics,5,16_5,6PRvDVKDdZTXkiKJoX8YeC,Flora,Avery's Ambient,0.141,0.0455,7.0,-32.783,0.0,0.0408,0.984,0.419,0.104,0.0356,141.192,,,,,0
189qwuSxX6gpsZVkIDfxUV,Silent Garden,Cole Neumann,0.395,0.0119,7.0,-30.173,1.0,0.0423,0.993,0.956,0.0906,0.0952,70.557,26,western_focus,51,26_51,3E8mVTnCMmXJNq6Pbcfkp7,Emaindhi Eevela,Udit Narayan,0.799,0.525,7.0,-5.615,0.0,0.0276,0.178,1.94e-05,0.19,0.537,119.994,,,,,0
3n1IbkZGIxwP27kiE3TKtP,Get Ready To Fight,Benny Dayal;Siddharth Basrur;Pranaay,0.595,0.751,1.0,-5.542,1.0,0.0826,0.0562,0.000162,0.107,0.757,172.057,7,hindi_study,25,7_25,7rMqbvNImA6wy8lxlNUMmj,Bolo Har Har Har,Mithoon;Mohit Chauhan;Sukhwinder Singh;Badshah;Megha Sriram Dalton;Anugrah;Sandeep Shrivastava,0.598,0.813,9.0,-6.107,1.0,0.066,0.278,0.0,0.109,0.311,140.101,7.0,hindi_study,26.0,7_26,1
6Q9M5OEQLjFpBK9fMB7GGu,Fifteen Past Sober,Fuzzy Donut,0.728,0.292,1.0,-14.205,0.0,0.0721,0.438,0.874,0.1,0.523,79.996,25,western_focus,144,25_144,140C5VkKklxTT5TU2nKPds,Kalki - Revisted Theme,Jakes Bejoy,0.424,0.462,5.0,-10.537,0.0,0.027,0.208,0.492,0.1,0.321,80.04,,,,,0
