pid,region_genre_id,input_Danceability,input_Energy,input_Key,input_Loudness,input_Mode,input_Speechiness,input_Acousticness,input_Instrumentalness,input_Liveness,input_Valence,input_Tempo,input_track_id,input_Track Name,input_Artist Name(s),input_pid_position,target_Danceability,target_Energy,target_Key,target_Loudness,target_Mode,target_Speechiness,target_Acousticness,target_Instrumentalness,target_Liveness,target_Valence,target_Tempo,target_track_id,target_Track Name,target_Artist Name(s),target_pid_position
16,western_chill_lyrics,0.6,0.781,2.0,-9.616,1.0,0.0361,0.0205,0.0983,0.131,0.0642,122.001,2lqs3hYHsaQrorIBFDpn0t,Your Body,JOHN F,16_26,0.688,0.428,2.0,-13.276,1.0,0.0677,0.707,0.626,0.0814,0.0387,132.997,6GLg4EnIaVMz5hEkiV71ZL,Dancing With Latency,Shelf Nunny;sim1 bby,16_27
16,western_chill_lyrics,0.688,0.428,2.0,-13.276,1.0,0.0677,0.707,0.626,0.0814,0.0387,132.997,6GLg4EnIaVMz5hEkiV71ZL,Dancing With Latency,Shelf Nunny;sim1 bby,16_27,0.608,0.837,10.0,-8.622,1.0,0.0506,0.00281,0.676,0.101,0.654,123.014,3X1YWa7GTouRHPotZNa1rq,Ain't Nobody,Merlo;MJ.,16_28
16,western_chill_lyrics,0.608,0.837,10.0,-8.622,1.0,0.0506,0.00281,0.676,0.101,0.654,123.014,3X1YWa7GTouRHPotZNa1rq,Ain't Nobody,Merlo;MJ.,16_28,0.764,0.505,1.0,-8.501,1.0,0.0364,0.438,0.243,0.092,0.245,125.984,5ag4iOpfis5JX52dJa99pE,Escape.,BIONT,16_29
16,western_chill_lyrics,0.764,0.505,1.0,-8.501,1.0,0.0364,0.438,0.243,0.092,0.245,125.984,5ag4iOpfis5JX52dJa99pE,Escape.,BIONT,16_29,0.68,0.941,8.0,-9.221,0.0,0.0468,0.393,0.777,0.139,0.696,122.006,0SPvBPo46VSTE0qmoTJKsY,Permeia,Claxy,16_30
16,western_chill_lyrics,0.68,0.941,8.0,-9.221,0.0,0.0468,0.393,0.777,0.139,0.696,122.006,0SPvBPo46VSTE0qmoTJKsY,Permeia,Claxy,16_30,0.805,0.839,11.0,-7.555,0.0,0.0598,0.00218,0.659,0.0626,0.629,121.994,3fY8fwkyPNQH7WOIc7PJbt,Teke Teke - Radio Edit,Elva,16_31
16,western_chill_lyrics,0.805,0.839,11.0,-7.555,0.0,0.0598,0.00218,0.659,0.0626,0.629,121.994,3fY8fwkyPNQH7WOIc7PJbt,Teke Teke - Radio Edit,Elva,16_31,0.673,0.8,4.0,-7.952,0.0,0.0576,0.18,0.115,0.097,0.686,125.004,3cKyphk1zZ33aoSzcQ9XSc,Mguso,REYDIM;Bassam Rady;Cafe De Anatolia,16_32
16,western_chill_lyrics,0.673,0.8,4.0,-7.952,0.0,0.0576,0.18,0.115,0.097,0.686,125.004,3cKyphk1zZ33aoSzcQ9XSc,Mguso,REYDIM;Bassam Rady;Cafe De Anatolia,16_32,0.627,0.862,9.0,-7.499,0.0,0.0367,0.00878,0.826,0.0938,0.69,122.009,4mPodZCa2ftt0wq8GT9qCC,VICIO,SAX ID,16_33
16,western_chill_lyrics,0.627,0.862,9.0,-7.499,0.0,0.0367,0.00878,0.826,0.0938,0.69,122.009,4mPodZCa2ftt0wq8GT9qCC,VICIO,SAX ID,16_33,0.717,0.655,6.0,-11.16,0.0,0.109,0.11,0.278,0.104,0.54,127.989,2jbxxEFPFNc0qnub3WuNQ2,So Simple,Meanetik,16_34
16,western_chill_lyrics,0.717,0.655,6.0,-11.16,0.0,0.109,0.11,0.278,0.104,0.54,127.989,2jbxxEFPFNc0qnub3WuNQ2,So Simple,Meanetik,16_34,0.576,0.861,11.0,-6.748,0.0,0.0427,0.00207,0.584,0.143,0.134,120.04,5tSZLIy1FAgtsd7sSomsN1,Save Me,Joel Coopa;imallryt,16_35
16,western_chill_lyrics,0.576,0.861,11.0,-6.748,0.0,0.0427,0.00207,0.584,0.143,0.134,120.04,5tSZLIy1FAgtsd7sSomsN1,Save Me,Joel Coopa;imallryt,16_35,0.493,0.833,0.0,-8.388,1.0,0.0499,0.0131,1.32e-05,0.107,0.145,127.984,57LvIDyjJGCqySoc0Qiq0K,Use Somebody,Sam Harris,16_36
16,western_chill_lyrics,0.493,0.833,0.0,-8.388,1.0,0.0499,0.0131,1.32e-05,0.107,0.145,127.984,57LvIDyjJGCqySoc0Qiq0K,Use Somebody,Sam Harris,16_36,0.637,0.831,5.0,-11.411,0.0,0.038,0.381,0.782,0.0818,0.0543,124.016,1JQQqFSqquoEZVvJXrTFAU,Find You - Radio Edit,Yarmush,16_37
16,western_chill_lyrics,0.637,0.831,5.0,-11.411,0.0,0.038,0.381,0.782,0.0818,0.0543,124.016,1JQQqFSqquoEZVvJXrTFAU,Find You - Radio Edit,Yarmush,16_37,0.677,0.743,7.0,-10.047,1.0,0.0442,0.00899,0.757,0.102,0.112,121.009,0tHhogPXLqetSE1Ad5hGvH,Rosanera,Tooker,16_38
16,western_chill_lyrics,0.677,0.743,7.0,-10.047,1.0,0.0442,0.00899,0.757,0.102,0.112,121.009,0tHhogPXLqetSE1Ad5hGvH,Rosanera,Tooker,16_38,0.883,0.482,9.0,-8.493,0.0,0.0835,0.000141,0.494,0.0675,0.517,124.005,4CQvzoaWc38qDXfpqP4mTA,Good Things Coming,SLVN,16_39
16,western_chill_lyrics,0.883,0.482,9.0,-8.493,0.0,0.0835,0.000141,0.494,0.0675,0.517,124.005,4CQvzoaWc38qDXfpqP4mTA,Good Things Coming,SLVN,16_39,0.805,0.848,1.0,-6.967,1.0,0.0769,0.000276,0.568,0.0415,0.564,123.001,65YG2Ri9WEBljTNM6OQRL4,Eyes Speak First - Original Mix,Alican Baykara,16_40
16,western_chill_lyrics,0.805,0.848,1.0,-6.967,1.0,0.0769,0.000276,0.568,0.0415,0.564,123.001,65YG2Ri9WEBljTNM6OQRL4,Eyes Speak First - Original Mix,Alican Baykara,16_40,0.753,0.578,10.0,-9.346,0.0,0.0437,0.0592,0.847,0.0927,0.409,124.01,7FkZ5lLMhh3QifFARUWOFy,Late Exit,Favna,16_41
16,western_chill_lyrics,0.753,0.578,10.0,-9.346,0.0,0.0437,0.0592,0.847,0.0927,0.409,124.01,7FkZ5lLMhh3QifFARUWOFy,Late Exit,Favna,16_41,0.73,0.8,9.0,-8.001,0.0,0.0409,0.0589,0.087,0.057,0.365,120.009,1abUXSDQY2aAWatFx0tRcT,On My Love,Nopra;Cafe De Anatolia,16_42
16,western_chill_lyrics,0.73,0.8,9.0,-8.001,0.0,0.0409,0.0589,0.087,0.057,0.365,120.009,1abUXSDQY2aAWatFx0tRcT,On My Love,Nopra;Cafe De Anatolia,16_42,0.664,0.814,5.0,-14.644,1.0,0.0386,0.00345,0.847,0.0979,0.0336,123.991,3yScrKiruDrCgvkXBDNf7V,I think my forest died,Japumuk,16_43
16,western_chill_lyrics,0.664,0.814,5.0,-14.644,1.0,0.0386,0.00345,0.847,0.0979,0.0336,123.991,3yScrKiruDrCgvkXBDNf7V,I think my forest died,Japumuk,16_43,0.637,0.485,3.0,-13.132,0.0,0.0305,0.143,0.89,0.0815,0.306,136.014,7FhUGSrmbGM0wu03V2lOrX,Another Time,Japumuk,16_44
16,western_chill_lyrics,0.637,0.485,3.0,-13.132,0.0,0.0305,0.143,0.89,0.0815,0.306,136.014,7FhUGSrmbGM0wu03V2lOrX,Another Time,Japumuk,16_44,0.645,0.558,9.0,-8.334,0.0,0.0306,8.13e-05,0.472,0.129,0.895,130.021,3Cl5b5uL3VErcsgFpbz2G7,menace,<B,16_45
16,western_chill_lyrics,0.645,0.558,9.0,-8.334,0.0,0.0306,8.13e-05,0.472,0.129,0.895,130.021,3Cl5b5uL3VErcsgFpbz2G7,menace,<B,16_45,0.642,0.839,5.0,-6.201,0.0,0.0506,0.013,0.0122,0.122,0.206,124.05,6iuOJskkEAdnEQtGZSzGxA,What You Took,Gus One,16_46
16,western_chill_lyrics,0.642,0.839,5.0,-6.201,0.0,0.0506,0.013,0.0122,0.122,0.206,124.05,6iuOJskkEAdnEQtGZSzGxA,What You Took,Gus One,16_46,0.683,0.798,1.0,-7.001,0.0,0.0357,0.0733,0.349,0.107,0.184,125.982,2ReOYttowE9qsVMGfnDSGB,Cause Baby,Zelum;Nills,16_47
16,western_chill_lyrics,0.683,0.798,1.0,-7.001,0.0,0.0357,0.0733,0.349,0.107,0.184,125.982,2ReOYttowE9qsVMGfnDSGB,Cause Baby,Zelum;Nills,16_47,0.732,0.676,8.0,-8.083,1.0,0.0658,0.396,0.913,0.178,0.191,131.936,1Id4qgX96YvttBXONc48bI,Starfall,ZIMZAM,16_48
16,western_chill_lyrics,0.732,0.676,8.0,-8.083,1.0,0.0658,0.396,0.913,0.178,0.191,131.936,1Id4qgX96YvttBXONc48bI,Starfall,ZIMZAM,16_48,0.776,0.697,7.0,-10.99,1.0,0.286,0.425,0.252,0.454,0.0649,120.081,4QhyamhdEoyKxQnTqj8OAp,Let It Go,LNDRS,16_49
16,western_chill_lyrics,0.776,0.697,7.0,-10.99,1.0,0.286,0.425,0.252,0.454,0.0649,120.081,4QhyamhdEoyKxQnTqj8OAp,Let It Go,LNDRS,16_49,0.857,0.759,2.0,-6.391,1.0,0.184,0.0268,0.844,0.0901,0.263,126.029,1cW9pWivJsa5J6NqkkagNK,Rivals,PARCEL,16_50
16,western_chill_lyrics,0.857,0.759,2.0,-6.391,1.0,0.184,0.0268,0.844,0.0901,0.263,126.029,1cW9pWivJsa5J6NqkkagNK,Rivals,PARCEL,16_50,0.587,0.52,8.0,-14.196,1.0,0.0418,0.124,0.655,0.0985,0.563,175.937,2LKoFcJnuI3cZuejPMu6lF,TIMELESS,EMPTY SIGNALS,16_51
16,western_chill_lyrics,0.587,0.52,8.0,-14.196,1.0,0.0418,0.124,0.655,0.0985,0.563,175.937,2LKoFcJnuI3cZuejPMu6lF,TIMELESS,EMPTY SIGNALS,16_51,0.729,0.498,7.0,-11.186,1.0,0.0564,0.00139,0.875,0.112,0.276,115.988,77HhA5Pyu4zVzEwWI7b0uX,Drive,T_ZeRr,16_52
16,western_chill_lyrics,0.729,0.498,7.0,-11.186,1.0,0.0564,0.00139,0.875,0.112,0.276,115.988,77HhA5Pyu4zVzEwWI7b0uX,Drive,T_ZeRr,16_52,0.646,0.929,2.0,-10.481,0.0,0.0385,0.00132,0.875,0.116,0.599,119.985,1IlHZtD6FIlGbtxP7vmrhd,Fever Dream,The Ostrich Effect,16_53
16,western_chill_lyrics,0.646,0.929,2.0,-10.481,0.0,0.0385,0.00132,0.875,0.116,0.599,119.985,1IlHZtD6FIlGbtxP7vmrhd,Fever Dream,The Ostrich Effect,16_53,0.25,0.87,7.0,-4.861,0.0,0.116,7.21e-06,0.00135,0.175,0.374,125.186,3Lo3TDxmgHQa8l2cRjJ0H2,FORD MUSTANG,OK BERLINE,16_54
16,western_chill_lyrics,0.25,0.87,7.0,-4.861,0.0,0.116,7.21e-06,0.00135,0.175,0.374,125.186,3Lo3TDxmgHQa8l2cRjJ0H2,FORD MUSTANG,OK BERLINE,16_54,0.77,0.746,5.0,-6.435,0.0,0.119,0.059,0.107,0.458,0.23,126.04,1cwQcpdfzCv5kRCbNKVocg,Free (feat. Garnic),Plu2;Garnic,16_55
16,western_chill_lyrics,0.77,0.746,5.0,-6.435,0.0,0.119,0.059,0.107,0.458,0.23,126.04,1cwQcpdfzCv5kRCbNKVocg,Free (feat. Garnic),Plu2;Garnic,16_55,0.725,0.697,1.0,-8.331,0.0,0.0352,0.018,0.893,0.0775,0.381,124.009,0IkBEsk2EtZbBhhWCeblzs,You Care,GROJ,16_56
16,western_chill_lyrics,0.725,0.697,1.0,-8.331,0.0,0.0352,0.018,0.893,0.0775,0.381,124.009,0IkBEsk2EtZbBhhWCeblzs,You Care,GROJ,16_56,0.648,0.859,7.0,-2.875,0.0,0.0351,0.0027,0.00216,0.105,0.433,134.996,4wfH3T1gB5FFs3MHPTEUGI,Trying My Best,Dav Loyder;AliceEd,16_57
16,western_chill_lyrics,0.648,0.859,7.0,-2.875,0.0,0.0351,0.0027,0.00216,0.105,0.433,134.996,4wfH3T1gB5FFs3MHPTEUGI,Trying My Best,Dav Loyder;AliceEd,16_57,0.602,0.441,4.0,-14.634,0.0,0.03,0.00385,0.871,0.0884,0.0387,129.966,08RkjJzjuDZeJNRiRI6Z1k,Blue Noise for Empty Rooms,Slowgazer,16_58
16,western_chill_lyrics,0.602,0.441,4.0,-14.634,0.0,0.03,0.00385,0.871,0.0884,0.0387,129.966,08RkjJzjuDZeJNRiRI6Z1k,Blue Noise for Empty Rooms,Slowgazer,16_58,0.895,0.581,7.0,-4.402,1.0,0.0999,0.162,0.888,0.0851,0.37,117.093,5UgDakDDkhU5QVlGeVPkWN,Boudiman,Turtuga Collective,16_59
16,western_chill_lyrics,0.895,0.581,7.0,-4.402,1.0,0.0999,0.162,0.888,0.0851,0.37,117.093,5UgDakDDkhU5QVlGeVPkWN,Boudiman,Turtuga Collective,16_59,0.766,0.787,7.0,-9.741,1.0,0.0455,0.00735,0.727,0.0745,0.846,128.001,44q8kwdg3JD3ImTzbqQWif,Saudade,DJ Atlance,16_60
16,western_chill_lyrics,0.766,0.787,7.0,-9.741,1.0,0.0455,0.00735,0.727,0.0745,0.846,128.001,44q8kwdg3JD3ImTzbqQWif,Saudade,DJ Atlance,16_60,0.751,0.546,8.0,-10.235,1.0,0.0422,0.00179,0.619,0.0498,0.275,130.014,3GT8fxbPztjkYCMjkgSR6W,So Much Love,Lusee,16_61
16,western_chill_lyrics,0.751,0.546,8.0,-10.235,1.0,0.0422,0.00179,0.619,0.0498,0.275,130.014,3GT8fxbPztjkYCMjkgSR6W,So Much Love,Lusee,16_61,0.764,0.414,1.0,-12.871,1.0,0.0796,0.146,0.853,0.111,0.15,126.021,5KXr2jeZeFyRPugvKzmDqG,You Only Know,Meanetik,16_62
16,western_chill_lyrics,0.764,0.414,1.0,-12.871,1.0,0.0796,0.146,0.853,0.111,0.15,126.021,5KXr2jeZeFyRPugvKzmDqG,You Only Know,Meanetik,16_62,0.523,0.469,7.0,-10.983,1.0,0.041,0.0432,0.0357,0.23,0.0388,173.87,5JeMisPmYHmPHXWhPPY1Ww,Feelin,NOAMZ,16_63
16,western_chill_lyrics,0.523,0.469,7.0,-10.983,1.0,0.041,0.0432,0.0357,0.23,0.0388,173.87,5JeMisPmYHmPHXWhPPY1Ww,Feelin,NOAMZ,16_63,0.836,0.817,0.0,-7.943,1.0,0.0397,0.166,0.772,0.0763,0.322,120.009,2tLsCRsAWCz0QqqyxPf3VG,Kidira,Saidou,16_64
16,western_chill_lyrics,0.836,0.817,0.0,-7.943,1.0,0.0397,0.166,0.772,0.0763,0.322,120.009,2tLsCRsAWCz0QqqyxPf3VG,Kidira,Saidou,16_64,0.672,0.551,10.0,-10.254,1.0,0.0926,0.453,0.0,0.355,0.103,121.898,2wnqHg3m4jboCmenKMx3LC,How To Save A Life,NAAC;DJ David Marquez,16_65
16,western_chill_lyrics,0.672,0.551,10.0,-10.254,1.0,0.0926,0.453,0.0,0.355,0.103,121.898,2wnqHg3m4jboCmenKMx3LC,How To Save A Life,NAAC;DJ David Marquez,16_65,0.608,0.851,9.0,-4.936,1.0,0.0494,0.158,0.000347,0.157,0.171,125.997,0GU20cg2Ct9XfjpIUOoJ7n,Infinitx,BONVOL,16_66
16,western_chill_lyrics,0.608,0.851,9.0,-4.936,1.0,0.0494,0.158,0.000347,0.157,0.171,125.997,0GU20cg2Ct9XfjpIUOoJ7n,Infinitx,BONVOL,16_66,0.706,0.81,3.0,-4.688,0.0,0.135,0.0126,0.0,0.0465,0.86,155.924,49vzs9wVISkxL9jRx50gtK,Material girl,Carla Dona,16_67
16,western_chill_lyrics,0.706,0.81,3.0,-4.688,0.0,0.135,0.0126,0.0,0.0465,0.86,155.924,49vzs9wVISkxL9jRx50gtK,Material girl,Carla Dona,16_67,0.711,0.541,4.0,-12.441,0.0,0.0517,0.715,0.905,0.115,0.0945,122.987,4VcO5bb5zKmgmEldiJZYm2,Ether,Ardisia,16_68
16,western_chill_lyrics,0.711,0.541,4.0,-12.441,0.0,0.0517,0.715,0.905,0.115,0.0945,122.987,4VcO5bb5zKmgmEldiJZYm2,Ether,Ardisia,16_68,0.749,0.439,0.0,-10.064,1.0,0.0497,0.00261,0.882,0.12,0.391,126.992,2mGBM7yBnkF1m5hEIc8r3W,Magic Garden,Lia Moon,16_69
16,western_chill_lyrics,0.749,0.439,0.0,-10.064,1.0,0.0497,0.00261,0.882,0.12,0.391,126.992,2mGBM7yBnkF1m5hEIc8r3W,Magic Garden,Lia Moon,16_69,0.661,0.718,7.0,-7.418,1.0,0.0425,0.002,0.832,0.324,0.144,124.007,6yc5v9CiJKbxCfmQc9agVC,Kala,Momery;Urban Essence,16_70
16,western_chill_lyrics,0.661,0.718,7.0,-7.418,1.0,0.0425,0.002,0.832,0.324,0.144,124.007,6yc5v9CiJKbxCfmQc9agVC,Kala,Momery;Urban Essence,16_70,0.702,0.638,0.0,-12.196,1.0,0.0404,0.131,0.911,0.131,0.099,123.992,4THsDr2zgxfNHHRN0kQJrj,Halley,Florent Lelong,16_71
16,western_chill_lyrics,0.702,0.638,0.0,-12.196,1.0,0.0404,0.131,0.911,0.131,0.099,123.992,4THsDr2zgxfNHHRN0kQJrj,Halley,Florent Lelong,16_71,0.635,0.987,1.0,-3.647,0.0,0.0414,0.00833,0.884,0.0513,0.211,122.011,7dFsGfP1AuH60H5ilVklL1,The Pulse of Stillness,RELO4D,16_72
16,western_chill_lyrics,0.635,0.987,1.0,-3.647,0.0,0.0414,0.00833,0.884,0.0513,0.211,122.011,7dFsGfP1AuH60H5ilVklL1,The Pulse of Stillness,RELO4D,16_72,0.569,0.809,7.0,-8.263,0.0,0.0353,0.0108,0.692,0.141,0.141,123.998,3ishJCMBIKik40LaVeQTP3,Rising Beyond,Aqueduc,16_73
16,western_chill_lyrics,0.569,0.809,7.0,-8.263,0.0,0.0353,0.0108,0.692,0.141,0.141,123.998,3ishJCMBIKik40LaVeQTP3,Rising Beyond,Aqueduc,16_73,0.674,0.621,8.0,-8.263,1.0,0.0524,0.193,0.00162,0.113,0.9,112.001,3JKFZmAbD3MKRQLfnxUmUk,Disco Ball,Flo Matey,16_74
16,western_chill_lyrics,0.674,0.621,8.0,-8.263,1.0,0.0524,0.193,0.00162,0.113,0.9,112.001,3JKFZmAbD3MKRQLfnxUmUk,Disco Ball,Flo Matey,16_74,0.627,0.441,0.0,-18.993,1.0,0.0406,0.588,0.832,0.0824,0.214,112.007,0G7yNOI28zG6KFCOF3g6j7,Indecision,Chris Ami;Soultonic,16_75
16,western_chill_lyrics,0.627,0.441,0.0,-18.993,1.0,0.0406,0.588,0.832,0.0824,0.214,112.007,0G7yNOI28zG6KFCOF3g6j7,Indecision,Chris Ami;Soultonic,16_75,0.639,0.779,7.0,-5.17,0.0,0.0723,0.00797,0.598,0.0836,0.342,169.974,69lOaEEYI3xzcwQVN444Tb,New Places,Dante,16_76
16,western_chill_lyrics,0.639,0.779,7.0,-5.17,0.0,0.0723,0.00797,0.598,0.0836,0.342,169.974,69lOaEEYI3xzcwQVN444Tb,New Places,Dante,16_76,0.731,0.472,6.0,-11.736,0.0,0.0532,0.58,9.04e-05,0.166,0.221,119.944,4It7mJnxvdfPya0uIXQWxD,FEVER DREAM,Lyng,16_77
16,western_chill_lyrics,0.731,0.472,6.0,-11.736,0.0,0.0532,0.58,9.04e-05,0.166,0.221,119.944,4It7mJnxvdfPya0uIXQWxD,FEVER DREAM,Lyng,16_77,0.477,0.555,10.0,-13.135,1.0,0.0319,0.84,0.878,0.0918,0.111,100.046,4OAYwFRmgehiHXMVfBBDun,To Be Free,Solbore;Neil Cosgrove;Cop Car God Squad;Ravi Martin;Bonniesongs,16_78
16,western_chill_lyrics,0.477,0.555,10.0,-13.135,1.0,0.0319,0.84,0.878,0.0918,0.111,100.046,4OAYwFRmgehiHXMVfBBDun,To Be Free,Solbore;Neil Cosgrove;Cop Car God Squad;Ravi Martin;Bonniesongs,16_78,0.763,0.797,8.0,-6.845,0.0,0.0344,0.0288,0.023,0.0599,0.876,119.005,5UeFyZOpTM5vJ4DlpvvBJB,Soda,DJ Porco a.k.a. Sasakey,16_79
16,western_chill_lyrics,0.763,0.797,8.0,-6.845,0.0,0.0344,0.0288,0.023,0.0599,0.876,119.005,5UeFyZOpTM5vJ4DlpvvBJB,Soda,DJ Porco a.k.a. Sasakey,16_79,0.526,0.426,8.0,-13.931,0.0,0.0468,0.802,0.653,0.109,0.317,135.991,2GQh9h2E15AkTcWd6RQ53r,Everybody's Got to Learn Sometime,TROIS QUARTS D’HEURE AMÉRICAIN,16_80
16,western_chill_lyrics,0.526,0.426,8.0,-13.931,0.0,0.0468,0.802,0.653,0.109,0.317,135.991,2GQh9h2E15AkTcWd6RQ53r,Everybody's Got to Learn Sometime,TROIS QUARTS D’HEURE AMÉRICAIN,16_80,0.718,0.832,11.0,-9.063,0.0,0.0465,0.0126,0.439,0.109,0.0988,120.996,5hY4uPOl1Zd8Sq4L6U0uHg,Party Divas,Jerwin Bravo,16_81
16,western_chill_lyrics,0.718,0.832,11.0,-9.063,0.0,0.0465,0.0126,0.439,0.109,0.0988,120.996,5hY4uPOl1Zd8Sq4L6U0uHg,Party Divas,Jerwin Bravo,16_81,0.723,0.629,8.0,-8.089,0.0,0.0464,0.422,0.0433,0.0905,0.153,135.042,6dBEK1gpBjCTodBVfcOYua,Pick Me,Yuri Haal;Nukii,16_82
16,western_chill_lyrics,0.723,0.629,8.0,-8.089,0.0,0.0464,0.422,0.0433,0.0905,0.153,135.042,6dBEK1gpBjCTodBVfcOYua,Pick Me,Yuri Haal;Nukii,16_82,0.632,0.628,11.0,-11.999,0.0,0.0311,0.0678,0.615,0.0887,0.746,109.953,04aHHRh1MS3FFzZqr3BUkM,Cabana,Pacifico,16_83
16,western_chill_lyrics,0.632,0.628,11.0,-11.999,0.0,0.0311,0.0678,0.615,0.0887,0.746,109.953,04aHHRh1MS3FFzZqr3BUkM,Cabana,Pacifico,16_83,0.635,0.523,6.0,-12.515,0.0,0.0324,0.198,0.512,0.138,0.112,104.015,6xCmZewAJiTS1yoHZzLJej,Rhaponticum,Ofer MizraChi Art,16_84
16,western_chill_lyrics,0.635,0.523,6.0,-12.515,0.0,0.0324,0.198,0.512,0.138,0.112,104.015,6xCmZewAJiTS1yoHZzLJej,Rhaponticum,Ofer MizraChi Art,16_84,0.75,0.549,1.0,-8.845,0.0,0.0448,0.167,0.545,0.177,0.0646,113.01,0kXJFbHllds9ojZ71LsRbo,"M (Mastende) [The Amapiano Alphabet, Lesson 13]",Felix Flavour;DJ Arch Jnr;Longkay;Philharmonic,16_85
16,western_chill_lyrics,0.75,0.549,1.0,-8.845,0.0,0.0448,0.167,0.545,0.177,0.0646,113.01,0kXJFbHllds9ojZ71LsRbo,"M (Mastende) [The Amapiano Alphabet, Lesson 13]",Felix Flavour;DJ Arch Jnr;Longkay;Philharmonic,16_85,0.623,0.739,11.0,-9.015,0.0,0.0472,0.207,0.667,0.148,0.965,89.957,3TCSq9y0GgJBIA62ShK5h1,Peaceful Mind,Berghman,16_86
16,western_chill_lyrics,0.623,0.739,11.0,-9.015,0.0,0.0472,0.207,0.667,0.148,0.965,89.957,3TCSq9y0GgJBIA62ShK5h1,Peaceful Mind,Berghman,16_86,0.66,0.423,8.0,-15.825,0.0,0.0501,0.859,0.864,0.107,0.677,159.992,2D7QNAcF8wYuE4HaSBPqSN,QuietHours,Groove.,16_87
16,western_chill_lyrics,0.66,0.423,8.0,-15.825,0.0,0.0501,0.859,0.864,0.107,0.677,159.992,2D7QNAcF8wYuE4HaSBPqSN,QuietHours,Groove.,16_87,0.689,0.331,11.0,-14.476,0.0,0.0429,0.226,0.000378,0.367,0.58,140.0,61YIO9IShXAXuGXSVmlg8v,Erase It,John Krasula,16_88
16,western_chill_lyrics,0.689,0.331,11.0,-14.476,0.0,0.0429,0.226,0.000378,0.367,0.58,140.0,61YIO9IShXAXuGXSVmlg8v,Erase It,John Krasula,16_88,0.706,0.729,7.0,-9.638,1.0,0.0398,0.0228,0.89,0.127,0.319,113.989,4Pf3mmQerhVI3mxmUkUKmf,Where Time Thins,Katsiaryna Labanava,16_89
16,western_chill_lyrics,0.706,0.729,7.0,-9.638,1.0,0.0398,0.0228,0.89,0.127,0.319,113.989,4Pf3mmQerhVI3mxmUkUKmf,Where Time Thins,Katsiaryna Labanava,16_89,0.694,0.891,11.0,-5.984,0.0,0.0545,0.00284,0.000148,0.0847,0.38,124.045,4WFCB5SrGTPa8ToUyFKlXI,Don't Forget My Love,Junerule;Markodem;David Allen,16_90
16,western_chill_lyrics,0.694,0.891,11.0,-5.984,0.0,0.0545,0.00284,0.000148,0.0847,0.38,124.045,4WFCB5SrGTPa8ToUyFKlXI,Don't Forget My Love,Junerule;Markodem;David Allen,16_90,0.772,0.586,9.0,-9.716,0.0,0.0765,0.00749,0.246,0.0494,0.537,122.013,0WXePSiIIoG7ezz1NX9E7K,Azzurro (we stand in it),Guetta Thunberg,16_91
16,western_chill_lyrics,0.772,0.586,9.0,-9.716,0.0,0.0765,0.00749,0.246,0.0494,0.537,122.013,0WXePSiIIoG7ezz1NX9E7K,Azzurro (we stand in it),Guetta Thunberg,16_91,0.617,0.83,10.0,-8.836,1.0,0.0383,0.0614,0.423,0.12,0.318,120.02,30iSMBjdYg5DGfCGwovoWj,Mpenzi Lago Ni Chuda - Radio Edit,Kevin Kinembe,16_92
16,western_chill_lyrics,0.617,0.83,10.0,-8.836,1.0,0.0383,0.0614,0.423,0.12,0.318,120.02,30iSMBjdYg5DGfCGwovoWj,Mpenzi Lago Ni Chuda - Radio Edit,Kevin Kinembe,16_92,0.654,0.805,5.0,-8.134,0.0,0.0437,0.393,0.78,0.128,0.407,128.979,6UO7RkOI3EZiviljGNiU3O,Eyes,Luey,16_93
16,western_chill_lyrics,0.654,0.805,5.0,-8.134,0.0,0.0437,0.393,0.78,0.128,0.407,128.979,6UO7RkOI3EZiviljGNiU3O,Eyes,Luey,16_93,0.792,0.781,11.0,-5.456,0.0,0.0409,0.0807,0.000359,0.28,0.965,116.978,6wddjUV58pUKWtR8JmmtZe,Un crush pour la nuit,Stopnicki,16_94
16,western_chill_lyrics,0.792,0.781,11.0,-5.456,0.0,0.0409,0.0807,0.000359,0.28,0.965,116.978,6wddjUV58pUKWtR8JmmtZe,Un crush pour la nuit,Stopnicki,16_94,0.731,0.697,5.0,-9.749,0.0,0.0382,0.0304,9.79e-05,0.0788,0.51,124.085,68xhZFDatrsgFByOoYY7GO,Who I Am,Alber-K;SEM,16_95
16,western_chill_lyrics,0.731,0.697,5.0,-9.749,0.0,0.0382,0.0304,9.79e-05,0.0788,0.51,124.085,68xhZFDatrsgFByOoYY7GO,Who I Am,Alber-K;SEM,16_95,0.688,0.86,10.0,-10.031,0.0,0.0369,0.16,0.705,0.112,0.081,122.019,5RRttGTMMOHBhfNWN5SL3C,WASTING MY YOUNG YEARS,WILLIAM XO,16_96
16,western_chill_lyrics,0.688,0.86,10.0,-10.031,0.0,0.0369,0.16,0.705,0.112,0.081,122.019,5RRttGTMMOHBhfNWN5SL3C,WASTING MY YOUNG YEARS,WILLIAM XO,16_96,0.803,0.858,5.0,-8.025,1.0,0.0438,0.00133,0.756,0.0478,0.325,123.993,3mfUiB89mMNA42Xhsmz9Nl,Maisha - Original Mix,REYDIM,16_97
