pid,region_genre_id,input_Danceability,input_Energy,input_Key,input_Loudness,input_Mode,input_Speechiness,input_Acousticness,input_Instrumentalness,input_Liveness,input_Valence,input_Tempo,input_track_id,input_Track Name,input_Artist Name(s),input_pid_position,target_Danceability,target_Energy,target_Key,target_Loudness,target_Mode,target_Speechiness,target_Acousticness,target_Instrumentalness,target_Liveness,target_Valence,target_Tempo,target_track_id,target_Track Name,target_Artist Name(s),target_pid_position
10,telugu_chill_lyrics,0.745,0.698,7.0,-7.693,0.0,0.0423,0.0141,0.000802,0.167,0.542,99.972,1GWCMfXPmaeWb7n0h4bgYL,Feel My Love,Devi Sri Prasad;KK,10_26,0.435,0.794,7.0,-7.274,1.0,0.068,0.526,0.000477,0.116,0.784,94.534,2SyVdOenmbDSjUGoFprS2x,Alanati Ramachandrudu,Jikki;Sunitha;Sandhya,10_27
10,telugu_chill_lyrics,0.435,0.794,7.0,-7.274,1.0,0.068,0.526,0.000477,0.116,0.784,94.534,2SyVdOenmbDSjUGoFprS2x,Alanati Ramachandrudu,Jikki;Sunitha;Sandhya,10_27,0.634,0.561,2.0,-7.191,1.0,0.202,0.697,0.0,0.199,0.847,176.928,1tPXNXGfIyRnRiGVvIow5s,Paddanandi,M. M. Keeravaani;Udit Narayan;K. S. Chithra,10_28
10,telugu_chill_lyrics,0.634,0.561,2.0,-7.191,1.0,0.202,0.697,0.0,0.199,0.847,176.928,1tPXNXGfIyRnRiGVvIow5s,Paddanandi,M. M. Keeravaani;Udit Narayan;K. S. Chithra,10_28,0.761,0.654,7.0,-7.719,1.0,0.0704,0.024,8.84e-05,0.0982,0.504,101.025,0JnOFmZ4vayQ2ct6vgVzUF,Netho Cheppana,Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra,10_29
10,telugu_chill_lyrics,0.761,0.654,7.0,-7.719,1.0,0.0704,0.024,8.84e-05,0.0982,0.504,101.025,0JnOFmZ4vayQ2ct6vgVzUF,Netho Cheppana,Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra,10_29,0.704,0.885,9.0,-4.611,1.0,0.0774,0.403,0.000399,0.167,0.748,87.986,2m0TieZ6Jw8WWZ0kiMMSjc,Prati Dinam,Unnikrishnan;Shreya Ghoshal,10_30
10,telugu_chill_lyrics,0.704,0.885,9.0,-4.611,1.0,0.0774,0.403,0.000399,0.167,0.748,87.986,2m0TieZ6Jw8WWZ0kiMMSjc,Prati Dinam,Unnikrishnan;Shreya Ghoshal,10_30,0.471,0.717,11.0,-8.044,0.0,0.0602,0.214,0.0,0.141,0.892,83.214,7GNAhzroZCQM5to4A9v7DI,Unnamata Cheppanivu,Koti;Tippu;Harini,10_31
10,telugu_chill_lyrics,0.471,0.717,11.0,-8.044,0.0,0.0602,0.214,0.0,0.141,0.892,83.214,7GNAhzroZCQM5to4A9v7DI,Unnamata Cheppanivu,Koti;Tippu;Harini,10_31,0.678,0.724,9.0,-6.148,0.0,0.0669,0.246,0.0,0.109,0.656,88.005,2vtJ0QdanugKCOBMGfZjqd,Nuvvante Naakishtamani,R. P. Patnaik;Rajesh;Usha Munukutla,10_32
10,telugu_chill_lyrics,0.678,0.724,9.0,-6.148,0.0,0.0669,0.246,0.0,0.109,0.656,88.005,2vtJ0QdanugKCOBMGfZjqd,Nuvvante Naakishtamani,R. P. Patnaik;Rajesh;Usha Munukutla,10_32,0.799,0.525,7.0,-5.614,0.0,0.0276,0.178,2e-05,0.19,0.529,119.997,02hoWuAbkaajPREIFQePgZ,Emaindhi Eevela,Yuvan Shankar Raja;Udit Narayan,10_33
10,telugu_chill_lyrics,0.799,0.525,7.0,-5.614,0.0,0.0276,0.178,2e-05,0.19,0.529,119.997,02hoWuAbkaajPREIFQePgZ,Emaindhi Eevela,Yuvan Shankar Raja;Udit Narayan,10_33,0.753,0.658,5.0,-7.515,0.0,0.0964,0.0253,1.84e-05,0.0802,0.538,82.973,4Yr4kuKVPXF0NaZ7krKmuR,Abbo Neeyamma,Mani Sharma;S. P. Balasubrahmanyam;Kalpana Raghavendar,10_34
10,telugu_chill_lyrics,0.753,0.658,5.0,-7.515,0.0,0.0964,0.0253,1.84e-05,0.0802,0.538,82.973,4Yr4kuKVPXF0NaZ7krKmuR,Abbo Neeyamma,Mani Sharma;S. P. Balasubrahmanyam;Kalpana Raghavendar,10_34,0.629,0.88,4.0,-4.786,0.0,0.0879,0.00781,0.0367,0.0461,0.78,100.917,0hwlEWBrraTWI9PTNzG0RJ,Cheliya,Srinivas;Harini,10_35
10,telugu_chill_lyrics,0.629,0.88,4.0,-4.786,0.0,0.0879,0.00781,0.0367,0.0461,0.78,100.917,0hwlEWBrraTWI9PTNzG0RJ,Cheliya,Srinivas;Harini,10_35,0.742,0.652,9.0,-6.856,0.0,0.154,0.394,0.0,0.138,0.358,96.971,2nq172gEBlZreskLDFvPz6,Naa Chupe Ninu,Koti;K. S. Chithra;Sriram;Prabhu,10_36
10,telugu_chill_lyrics,0.742,0.652,9.0,-6.856,0.0,0.154,0.394,0.0,0.138,0.358,96.971,2nq172gEBlZreskLDFvPz6,Naa Chupe Ninu,Koti;K. S. Chithra;Sriram;Prabhu,10_36,0.645,0.612,0.0,-5.553,1.0,0.041,0.701,0.0,0.409,0.819,83.35,0HKayGC6dPV89lZ9Pt4IHD,Buggey Bangarama,K M Radhakrishnan;Rajesh,10_37
10,telugu_chill_lyrics,0.645,0.612,0.0,-5.553,1.0,0.041,0.701,0.0,0.409,0.819,83.35,0HKayGC6dPV89lZ9Pt4IHD,Buggey Bangarama,K M Radhakrishnan;Rajesh,10_37,0.673,0.702,4.0,-6.773,1.0,0.0415,0.561,2.41e-06,0.304,0.834,134.902,1O830N4qSvTEjDqDyvAuWQ,Gundu Sudhi,M. M. Keeravaani;Sunitha,10_38
10,telugu_chill_lyrics,0.673,0.702,4.0,-6.773,1.0,0.0415,0.561,2.41e-06,0.304,0.834,134.902,1O830N4qSvTEjDqDyvAuWQ,Gundu Sudhi,M. M. Keeravaani;Sunitha,10_38,0.835,0.757,5.0,-5.75,0.0,0.149,0.0252,0.000215,0.129,0.701,94.001,5wxy2wgvF1y41GjUicG43B,Love U Raa,Mani Sharma;Deepu;Rita Thyagarajan,10_39
10,telugu_chill_lyrics,0.835,0.757,5.0,-5.75,0.0,0.149,0.0252,0.000215,0.129,0.701,94.001,5wxy2wgvF1y41GjUicG43B,Love U Raa,Mani Sharma;Deepu;Rita Thyagarajan,10_39,0.629,0.494,7.0,-6.777,0.0,0.0543,0.28,2.12e-06,0.29,0.512,173.793,2BaRXhRpgXbWwgq9av3fNX,Inthaku Nuvvevaru,Shiva Ram Shankar;Shreya Ghoshal,10_40
10,telugu_chill_lyrics,0.629,0.494,7.0,-6.777,0.0,0.0543,0.28,2.12e-06,0.29,0.512,173.793,2BaRXhRpgXbWwgq9av3fNX,Inthaku Nuvvevaru,Shiva Ram Shankar;Shreya Ghoshal,10_40,0.711,0.647,9.0,-6.657,0.0,0.127,0.254,8.69e-06,0.0892,0.709,170.055,4f1hGOW2JQJfwVMpeSorsO,Naa Manusukemayindi,Koti;Udit Narayan;Nithya Santhoshini,10_41
10,telugu_chill_lyrics,0.711,0.647,9.0,-6.657,0.0,0.127,0.254,8.69e-06,0.0892,0.709,170.055,4f1hGOW2JQJfwVMpeSorsO,Naa Manusukemayindi,Koti;Udit Narayan;Nithya Santhoshini,10_41,0.576,0.756,11.0,-5.968,0.0,0.151,0.395,0.0,0.258,0.511,106.504,2YUKv8mlj6iLWJPluKnazS,Bangaru Kalla,Udit Narayan,10_42
10,telugu_chill_lyrics,0.576,0.756,11.0,-5.968,0.0,0.151,0.395,0.0,0.258,0.511,106.504,2YUKv8mlj6iLWJPluKnazS,Bangaru Kalla,Udit Narayan,10_42,0.854,0.826,7.0,-8.421,1.0,0.0867,0.394,0.658,0.134,0.453,114.747,5eH1smxpzD3dj0DFkDbA2E,Bangala Kathamulo,Ramana Gogula;Sunitha,10_43
10,telugu_chill_lyrics,0.854,0.826,7.0,-8.421,1.0,0.0867,0.394,0.658,0.134,0.453,114.747,5eH1smxpzD3dj0DFkDbA2E,Bangala Kathamulo,Ramana Gogula;Sunitha,10_43,0.82,0.896,2.0,-6.376,1.0,0.0898,0.0616,0.0188,0.0697,0.795,104.993,4TX254TZgrbqg1qFrZQTzD,Neelo Jarige,Mani Sharma;Hariharan;Shreya Ghoshal,10_44
10,telugu_chill_lyrics,0.82,0.896,2.0,-6.376,1.0,0.0898,0.0616,0.0188,0.0697,0.795,104.993,4TX254TZgrbqg1qFrZQTzD,Neelo Jarige,Mani Sharma;Hariharan;Shreya Ghoshal,10_44,0.786,0.893,5.0,-3.986,0.0,0.12,0.54,2.2e-06,0.339,0.732,101.982,54hVwScdAYrxA7aeplInSI,Manmadhude,M. M. Keeravaani;Sandeep;Ganga,10_45
10,telugu_chill_lyrics,0.786,0.893,5.0,-3.986,0.0,0.12,0.54,2.2e-06,0.339,0.732,101.982,54hVwScdAYrxA7aeplInSI,Manmadhude,M. M. Keeravaani;Sandeep;Ganga,10_45,0.478,0.761,9.0,-3.975,0.0,0.0497,0.477,1.65e-06,0.0934,0.408,94.286,71v65YcWM05C88IZeAWGuR,Cheppave Prema,R. P. Patnaik;Usha Munukutla,10_46
10,telugu_chill_lyrics,0.478,0.761,9.0,-3.975,0.0,0.0497,0.477,1.65e-06,0.0934,0.408,94.286,71v65YcWM05C88IZeAWGuR,Cheppave Prema,R. P. Patnaik;Usha Munukutla,10_46,0.753,0.8,5.0,-8.134,0.0,0.0456,0.0244,0.0335,0.105,0.443,112.019,7yRNBdtXCmS2ZIoTOA2fkv,Hay Rey Hai,Karthik;K. S. Chithra,10_47
10,telugu_chill_lyrics,0.753,0.8,5.0,-8.134,0.0,0.0456,0.0244,0.0335,0.105,0.443,112.019,7yRNBdtXCmS2ZIoTOA2fkv,Hay Rey Hai,Karthik;K. S. Chithra,10_47,0.598,0.667,9.0,-8.223,1.0,0.0705,0.559,0.0,0.11,0.659,169.95,6i9TtMf7hxW6gSYjWFuTm1,Malli Kuyave,Chakri;Hariharan;Kousalya,10_48
10,telugu_chill_lyrics,0.598,0.667,9.0,-8.223,1.0,0.0705,0.559,0.0,0.11,0.659,169.95,6i9TtMf7hxW6gSYjWFuTm1,Malli Kuyave,Chakri;Hariharan;Kousalya,10_48,0.662,0.866,5.0,-7.105,0.0,0.0594,0.0471,6.29e-05,0.245,0.817,89.988,603Uo7zPEfn6cOSRmJCSnU,Ee Chota Nuvvunna,Rajesh;Nanditha,10_49
10,telugu_chill_lyrics,0.662,0.866,5.0,-7.105,0.0,0.0594,0.0471,6.29e-05,0.245,0.817,89.988,603Uo7zPEfn6cOSRmJCSnU,Ee Chota Nuvvunna,Rajesh;Nanditha,10_49,0.647,0.478,8.0,-11.138,1.0,0.137,0.346,4.66e-05,0.081,0.937,150.907,7a7badaPkBz9NWMWnPTwN5,Nunugu Misalodu,M. M. Keeravaani;Sunitha,10_50
10,telugu_chill_lyrics,0.647,0.478,8.0,-11.138,1.0,0.137,0.346,4.66e-05,0.081,0.937,150.907,7a7badaPkBz9NWMWnPTwN5,Nunugu Misalodu,M. M. Keeravaani;Sunitha,10_50,0.609,0.93,7.0,-3.225,0.0,0.0733,0.042,2.93e-06,0.237,0.599,99.873,4fqCMwlMd3VXOUvRQKLGYb,Priyathama,R. P. Patnaik;S.P. Charan;Usha Munukutla,10_51
10,telugu_chill_lyrics,0.609,0.93,7.0,-3.225,0.0,0.0733,0.042,2.93e-06,0.237,0.599,99.873,4fqCMwlMd3VXOUvRQKLGYb,Priyathama,R. P. Patnaik;S.P. Charan;Usha Munukutla,10_51,0.823,0.63,9.0,-5.787,0.0,0.0703,0.139,2.44e-05,0.0721,0.925,96.998,61PuXuwGXqMXnRfKzqtcZb,Hrudayam Ekkadunnadi,Harris Jayaraj;Harish Raghavendra;Bombay Jayashri,10_52
10,telugu_chill_lyrics,0.823,0.63,9.0,-5.787,0.0,0.0703,0.139,2.44e-05,0.0721,0.925,96.998,61PuXuwGXqMXnRfKzqtcZb,Hrudayam Ekkadunnadi,Harris Jayaraj;Harish Raghavendra;Bombay Jayashri,10_52,0.766,0.638,4.0,-6.654,0.0,0.0438,0.551,0.000161,0.174,0.717,93.993,3ESOnmlFfrDyS1YYyfxEwr,Ee Roje,Chakri;Kousalya,10_53
10,telugu_chill_lyrics,0.766,0.638,4.0,-6.654,0.0,0.0438,0.551,0.000161,0.174,0.717,93.993,3ESOnmlFfrDyS1YYyfxEwr,Ee Roje,Chakri;Kousalya,10_53,0.728,0.772,9.0,-3.365,0.0,0.252,0.141,1.54e-05,0.221,0.847,174.055,4r6jFSaXqHlfq1OmEziT9Q,Baby He Loves You,Devi Sri Prasad;Chandra Bose,10_54
10,telugu_chill_lyrics,0.728,0.772,9.0,-3.365,0.0,0.252,0.141,1.54e-05,0.221,0.847,174.055,4r6jFSaXqHlfq1OmEziT9Q,Baby He Loves You,Devi Sri Prasad;Chandra Bose,10_54,0.512,0.675,2.0,-7.785,1.0,0.396,0.294,0.0,0.0641,0.713,81.032,5jiYMM9NEt9Iwyq6ZODjn9,Chinnaga Chinnaga,Mani Sharma;Hariharan;K. S. Chithra,10_55
10,telugu_chill_lyrics,0.512,0.675,2.0,-7.785,1.0,0.396,0.294,0.0,0.0641,0.713,81.032,5jiYMM9NEt9Iwyq6ZODjn9,Chinnaga Chinnaga,Mani Sharma;Hariharan;K. S. Chithra,10_55,0.71,0.739,6.0,-8.856,0.0,0.0397,0.524,4.88e-06,0.0323,0.916,136.877,1QYu4f0FzCxD5QEfwhlg0u,Manasuna Unnadi-Female,Shivashankar;K. S. Chithra,10_56
10,telugu_chill_lyrics,0.71,0.739,6.0,-8.856,0.0,0.0397,0.524,4.88e-06,0.0323,0.916,136.877,1QYu4f0FzCxD5QEfwhlg0u,Manasuna Unnadi-Female,Shivashankar;K. S. Chithra,10_56,0.718,0.812,9.0,-6.135,0.0,0.034,0.0366,0.0,0.306,0.776,113.996,4dFnk8BoUc019i7ZCIwiP8,Nanne Nanne,Harris Jayaraj;Tippu;Pop Shalini,10_57
10,telugu_chill_lyrics,0.718,0.812,9.0,-6.135,0.0,0.034,0.0366,0.0,0.306,0.776,113.996,4dFnk8BoUc019i7ZCIwiP8,Nanne Nanne,Harris Jayaraj;Tippu;Pop Shalini,10_57,0.74,0.706,1.0,-7.254,0.0,0.117,0.0842,0.00163,0.195,0.724,144.934,13zRzGESTiUCD2GZyEwWNx,Jabilammavo,Devi Sri Prasad;Sagar;Malathi,10_58
10,telugu_chill_lyrics,0.74,0.706,1.0,-7.254,0.0,0.117,0.0842,0.00163,0.195,0.724,144.934,13zRzGESTiUCD2GZyEwWNx,Jabilammavo,Devi Sri Prasad;Sagar;Malathi,10_58,0.632,0.656,9.0,-7.385,0.0,0.0742,0.185,4.37e-05,0.339,0.512,97.986,7Au8Kxz2LoqWR638zABC5d,Ekkada Ekkada,Mani Sharma;S.P. Charan;Harini,10_59
10,telugu_chill_lyrics,0.632,0.656,9.0,-7.385,0.0,0.0742,0.185,4.37e-05,0.339,0.512,97.986,7Au8Kxz2LoqWR638zABC5d,Ekkada Ekkada,Mani Sharma;S.P. Charan;Harini,10_59,0.734,0.718,5.0,-8.537,0.0,0.097,0.212,4.85e-05,0.0629,0.964,80.958,7EYbTTLNqfRKHoYY8jT9Sy,Aha Allari,Devi Sri Prasad;K. S. Chithra;Raqueeb AIam,10_60
10,telugu_chill_lyrics,0.734,0.718,5.0,-8.537,0.0,0.097,0.212,4.85e-05,0.0629,0.964,80.958,7EYbTTLNqfRKHoYY8jT9Sy,Aha Allari,Devi Sri Prasad;K. S. Chithra;Raqueeb AIam,10_60,0.618,0.591,5.0,-9.099,0.0,0.267,0.511,0.000136,0.103,0.885,107.275,119Nfz7pgWGUMomvLcCNJa,Radhe Govinda,Mani Sharma;Udit Narayan;K. S. Chithra,10_61
10,telugu_chill_lyrics,0.618,0.591,5.0,-9.099,0.0,0.267,0.511,0.000136,0.103,0.885,107.275,119Nfz7pgWGUMomvLcCNJa,Radhe Govinda,Mani Sharma;Udit Narayan;K. S. Chithra,10_61,0.781,0.561,4.0,-9.701,1.0,0.0443,0.022,0.0014,0.109,0.831,102.983,5TffagKzxOSZ2J2vKQosES,Maayera,Harris Jayaraj;S. P. Balasubrahmanyam;Unnikrishnan;Kavita Krishnamurthy,10_62
10,telugu_chill_lyrics,0.781,0.561,4.0,-9.701,1.0,0.0443,0.022,0.0014,0.109,0.831,102.983,5TffagKzxOSZ2J2vKQosES,Maayera,Harris Jayaraj;S. P. Balasubrahmanyam;Unnikrishnan;Kavita Krishnamurthy,10_62,0.559,0.621,2.0,-11.53,1.0,0.0762,0.159,0.0,0.186,0.514,84.909,6QVpMeCio8e0sp0S4HE8L5,Hima Seemallo,Mani Sharma;Hariharan;Harini,10_63
10,telugu_chill_lyrics,0.559,0.621,2.0,-11.53,1.0,0.0762,0.159,0.0,0.186,0.514,84.909,6QVpMeCio8e0sp0S4HE8L5,Hima Seemallo,Mani Sharma;Hariharan;Harini,10_63,0.863,0.771,5.0,-9.153,0.0,0.043,0.0225,0.000967,0.305,0.697,108.01,3sHSiDBt19FV3XgboMC5MJ,Chennai Chandrama,Chakri,10_64
10,telugu_chill_lyrics,0.863,0.771,5.0,-9.153,0.0,0.043,0.0225,0.000967,0.305,0.697,108.01,3sHSiDBt19FV3XgboMC5MJ,Chennai Chandrama,Chakri,10_64,0.78,0.577,2.0,-8.218,1.0,0.03,0.0742,1.05e-05,0.136,0.745,112.972,4uG96xzwH70aLoUm4BAkpt,Bommanu Geesthey,Devi Sri Prasad;Jeans Srinivas;Gopika Poornima,10_65
10,telugu_chill_lyrics,0.78,0.577,2.0,-8.218,1.0,0.03,0.0742,1.05e-05,0.136,0.745,112.972,4uG96xzwH70aLoUm4BAkpt,Bommanu Geesthey,Devi Sri Prasad;Jeans Srinivas;Gopika Poornima,10_65,0.893,0.551,7.0,-8.729,0.0,0.0638,0.521,0.0,0.123,0.89,129.96,7KQv2NcdjUYreXrK31EiBa,Andala Chukkala,Devi Sri Prasad;Mallikarjun;Kalpana Raghavendar,10_66
10,telugu_chill_lyrics,0.893,0.551,7.0,-8.729,0.0,0.0638,0.521,0.0,0.123,0.89,129.96,7KQv2NcdjUYreXrK31EiBa,Andala Chukkala,Devi Sri Prasad;Mallikarjun;Kalpana Raghavendar,10_66,0.635,0.655,9.0,-7.339,0.0,0.0293,0.0182,0.0,0.422,0.495,109.989,0jIceZGFCt8IL2jgn5xBhj,Ye Chilipi,Harris Jayaraj;Srinivas,10_67
10,telugu_chill_lyrics,0.635,0.655,9.0,-7.339,0.0,0.0293,0.0182,0.0,0.422,0.495,109.989,0jIceZGFCt8IL2jgn5xBhj,Ye Chilipi,Harris Jayaraj;Srinivas,10_67,0.873,0.593,9.0,-8.2,0.0,0.102,0.0724,1.42e-05,0.161,0.84,120.999,2US6K8jHBxaKChKmAvcy2W,Nee Navvula,Mani Sharma;Mallikarjun;Sunitha,10_68
10,telugu_chill_lyrics,0.873,0.593,9.0,-8.2,0.0,0.102,0.0724,1.42e-05,0.161,0.84,120.999,2US6K8jHBxaKChKmAvcy2W,Nee Navvula,Mani Sharma;Mallikarjun;Sunitha,10_68,0.691,0.939,5.0,-4.937,0.0,0.141,0.128,3.23e-05,0.205,0.861,79.977,1ZUZp373dUvBFNWHLMw9og,Priyathama,R. P. Patnaik;Usha Munukutla,10_69
10,telugu_chill_lyrics,0.691,0.939,5.0,-4.937,0.0,0.141,0.128,3.23e-05,0.205,0.861,79.977,1ZUZp373dUvBFNWHLMw9og,Priyathama,R. P. Patnaik;Usha Munukutla,10_69,0.779,0.833,1.0,-4.862,1.0,0.136,0.156,1.37e-05,0.27,0.639,79.983,4F0uq09fKad99msF2x3BQm,Mellaga,Devi Sri Prasad;S.P. Charan;Sumangaly,10_70
10,telugu_chill_lyrics,0.779,0.833,1.0,-4.862,1.0,0.136,0.156,1.37e-05,0.27,0.639,79.983,4F0uq09fKad99msF2x3BQm,Mellaga,Devi Sri Prasad;S.P. Charan;Sumangaly,10_70,0.5,0.691,5.0,-7.536,0.0,0.11,0.0937,4.77e-05,0.142,0.44,174.122,0ZOlLikCYIMHF2sJcx3oS8,Emantaro,Mani Sharma;S.P. Charan;Harini,10_71
10,telugu_chill_lyrics,0.5,0.691,5.0,-7.536,0.0,0.11,0.0937,4.77e-05,0.142,0.44,174.122,0ZOlLikCYIMHF2sJcx3oS8,Emantaro,Mani Sharma;S.P. Charan;Harini,10_71,0.59,0.656,2.0,-8.741,0.0,0.0604,0.479,3.06e-06,0.252,0.518,88.893,3569xRx6yFLQz0IjT0pOuP,Endhuko Prayam,Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra,10_72
10,telugu_chill_lyrics,0.59,0.656,2.0,-8.741,0.0,0.0604,0.479,3.06e-06,0.252,0.518,88.893,3569xRx6yFLQz0IjT0pOuP,Endhuko Prayam,Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra,10_72,0.658,0.501,0.0,-6.881,0.0,0.0323,0.375,4.59e-06,0.1,0.487,142.926,2Pgdqont2o2750BbGmnvvt,Telusuna,Devi Sri Prasad;K. S. Chithra,10_73
10,telugu_chill_lyrics,0.658,0.501,0.0,-6.881,0.0,0.0323,0.375,4.59e-06,0.1,0.487,142.926,2Pgdqont2o2750BbGmnvvt,Telusuna,Devi Sri Prasad;K. S. Chithra,10_73,0.802,0.586,1.0,-12.165,0.0,0.0976,0.231,6.69e-05,0.328,0.839,93.631,11c5HhE5sWX4zqw0m6ikFb,Gundello Emundho,Devi Sri Prasad;Venu;Sumangaly,10_74
10,telugu_chill_lyrics,0.802,0.586,1.0,-12.165,0.0,0.0976,0.231,6.69e-05,0.328,0.839,93.631,11c5HhE5sWX4zqw0m6ikFb,Gundello Emundho,Devi Sri Prasad;Venu;Sumangaly,10_74,0.806,0.497,1.0,-8.549,0.0,0.0355,0.396,2.18e-05,0.0881,0.811,94.994,2herWh0PWhDrI6XCpj3FsI,Nuvvu Nuvvu,Devi Sri Prasad;Sumangaly,10_75
11,telugu_chill_lyrics,0.811,0.798,2.0,-4.037,1.0,0.214,0.0644,6.84e-05,0.0526,0.586,140.257,6ZjyKXvQIwalLNmJo3exz3,"Monica (From ""Coolie"") (Telugu)",Anirudh Ravichander;Sublahshini;Krishna Kanth,11_1,0.491,0.741,0.0,-8.448,1.0,0.0454,0.239,0.0,0.243,0.347,144.832,0iLgVMCi8KCTF9e6QbKvSl,"Prema Velluva (From ""Hit - 3"") (Telugu)",Mickey J. Meyer;Sid Sriram;Nutana Mohan;Krishna Kanth,11_2
11,telugu_chill_lyrics,0.491,0.741,0.0,-8.448,1.0,0.0454,0.239,0.0,0.243,0.347,144.832,0iLgVMCi8KCTF9e6QbKvSl,"Prema Velluva (From ""Hit - 3"") (Telugu)",Mickey J. Meyer;Sid Sriram;Nutana Mohan;Krishna Kanth,11_2,0.436,0.604,0.0,-8.901,0.0,0.127,0.414,0.000146,0.254,0.676,155.777,5MrLQeEVCWueDR4XejhFNG,"Bujji Thalli (From ""Thandel"")",Devi Sri Prasad;Javed Ali;Sreemani,11_3
11,telugu_chill_lyrics,0.436,0.604,0.0,-8.901,0.0,0.127,0.414,0.000146,0.254,0.676,155.777,5MrLQeEVCWueDR4XejhFNG,"Bujji Thalli (From ""Thandel"")",Devi Sri Prasad;Javed Ali;Sreemani,11_3,0.336,0.633,8.0,-7.505,0.0,0.0514,0.488,0.0,0.163,0.263,90.03,24wSWZLoKMRZvJVbxHkKMg,"Nuvvunte Chaley (From ""Andhra King Taluka"")",Vivek - Mervin;Anirudh Ravichander;Ram Pothineni,11_4
11,telugu_chill_lyrics,0.336,0.633,8.0,-7.505,0.0,0.0514,0.488,0.0,0.163,0.263,90.03,24wSWZLoKMRZvJVbxHkKMg,"Nuvvunte Chaley (From ""Andhra King Taluka"")",Vivek - Mervin;Anirudh Ravichander;Ram Pothineni,11_4,0.612,0.501,7.0,-7.087,0.0,0.0286,0.875,0.0115,0.0886,0.494,117.003,2DjmhfEJojDTDyCepSXn9y,"Suvvi Suvvi (From ""They Call Him OG"")",Thaman S;Sruthi Ranjani;Kalyan Chakravarthy Tripuraneni,11_5
11,telugu_chill_lyrics,0.612,0.501,7.0,-7.087,0.0,0.0286,0.875,0.0115,0.0886,0.494,117.003,2DjmhfEJojDTDyCepSXn9y,"Suvvi Suvvi (From ""They Call Him OG"")",Thaman S;Sruthi Ranjani;Kalyan Chakravarthy Tripuraneni,11_5,0.596,0.527,9.0,-8.49,1.0,0.0598,0.843,0.0,0.107,0.405,139.864,51ZgZSvy6VfmT89POoGwLf,Aa Seetadevi Navvula,Arijit Singh,11_6
11,telugu_chill_lyrics,0.596,0.527,9.0,-8.49,1.0,0.0598,0.843,0.0,0.107,0.405,139.864,51ZgZSvy6VfmT89POoGwLf,Aa Seetadevi Navvula,Arijit Singh,11_6,0.696,0.59,8.0,-8.724,0.0,0.0356,0.545,0.000823,0.0985,0.849,126.92,7f88cYg6oaAaSJMfF2GANl,Minnalvala,Jakes Bejoy;Sid Sriram;Sithara Krishnakumar,11_7
11,telugu_chill_lyrics,0.696,0.59,8.0,-8.724,0.0,0.0356,0.545,0.000823,0.0985,0.849,126.92,7f88cYg6oaAaSJMfF2GANl,Minnalvala,Jakes Bejoy;Sid Sriram;Sithara Krishnakumar,11_7,0.713,0.592,2.0,-9.187,1.0,0.234,0.305,6.02e-06,0.0583,0.71,150.167,2NTpCb0luqbizFWihabC4p,Koya Koya,Shaan,11_8
11,telugu_chill_lyrics,0.713,0.592,2.0,-9.187,1.0,0.234,0.305,6.02e-06,0.0583,0.71,150.167,2NTpCb0luqbizFWihabC4p,Koya Koya,Shaan,11_8,0.39,0.556,0.0,-7.497,0.0,0.0312,0.68,0.00735,0.0982,0.566,104.457,14mT8BCOXiUUcGlb7KujkT,I Think They Call This Love - Cover,Matthew Ifield,11_9
11,telugu_chill_lyrics,0.39,0.556,0.0,-7.497,0.0,0.0312,0.68,0.00735,0.0982,0.566,104.457,14mT8BCOXiUUcGlb7KujkT,I Think They Call This Love - Cover,Matthew Ifield,11_9,0.653,0.678,11.0,-7.293,0.0,0.244,0.31,1.75e-06,0.187,0.658,73.956,6RNUDvsJ7CwpKRyVdfXLM5,Neetho Cheppana,Charan;Shravani,11_10
11,telugu_chill_lyrics,0.653,0.678,11.0,-7.293,0.0,0.244,0.31,1.75e-06,0.187,0.658,73.956,6RNUDvsJ7CwpKRyVdfXLM5,Neetho Cheppana,Charan;Shravani,11_10,0.76,0.654,7.0,-7.719,1.0,0.071,0.024,8.84e-05,0.0982,0.504,101.045,5RfNlQ6GrTWmAXpmUUhDzF,Netho Cheppana,S. P. Balasubrahmanyam;K. S. Chithra,11_11
11,telugu_chill_lyrics,0.76,0.654,7.0,-7.719,1.0,0.071,0.024,8.84e-05,0.0982,0.504,101.045,5RfNlQ6GrTWmAXpmUUhDzF,Netho Cheppana,S. P. Balasubrahmanyam;K. S. Chithra,11_11,0.677,0.623,4.0,-7.404,1.0,0.0797,0.136,5.24e-06,0.161,0.616,145.56,1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")",Shilpa Rao;Anirudh Ravichander;Ramajogayya Sastry,11_12
