track_id,track_name,audio_path,audio_relative_path
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\7. Kesariya (From _Brahmastra_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\7. Kesariya (From _Brahmastra_).mp3
0a17mIL7XTvYqe9mxuPd3y,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\4. Agar Ho Tum (From _Mr. And Mrs. Mahi_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\4. Agar Ho Tum (From _Mr. And Mrs. Mahi_).mp3
72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\12. Ranjha (From _Shershaah_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\12. Ranjha (From _Shershaah_).mp3
4LO5DjN6Tp3UkUvgESuy2t,Samjhawan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\18. Samjhawan.mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\18. Samjhawan.mp3
4bD9z9qa4qg9BhryvYWB7c,Kabira,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Soft & Slow Hindi Songs\2. Kabira.mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Soft & Slow Hindi Songs\2. Kabira.mp3
4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Soft & Slow Hindi Songs\1. Chaleya (From _Jawan_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Soft & Slow Hindi Songs\1. Chaleya (From _Jawan_).mp3
3hoXhwP0ub9LdSJV4olDIc,Tere Naina,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\13. Tere Naina.mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\13. Tere Naina.mp3
7vZz8oJ5qAqB9MghufRK5k,Zinda,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\2. Zinda.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\2. Zinda.mp3
3kSBSSsXtebECjCggW87yq,Sultan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\3. Sultan.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\3. Sultan.mp3
7EpZ8kdKyQM4GMJy2tj0We,Dangal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\4. Dangal.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\4. Dangal.mp3
3FHl1QYu76zguwjqhqcglX,"Kar Har Maidaan Fateh (From ""Sanju"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\5. Kar Har Maidaan Fateh (From _Sanju_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\5. Kar Har Maidaan Fateh (From _Sanju_).mp3
3uZiNvBNQldjl4OJiKsuxe,Brothers Anthem,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\6. Brothers Anthem.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\6. Brothers Anthem.mp3
3MxLT7m4BjAA0lQl9lVBcM,Jai Ho,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\7. Jai Ho.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\7. Jai Ho.mp3
2xYbk2WDq38a0wuRyjT1mE,Jee Karda (Rock Version),C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\8. Jee Karda (Rock Version).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\8. Jee Karda (Rock Version).mp3
7k3jpyYPnVnbO0p7iejWxL,Saadda Haq,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\9. Saadda Haq.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\9. Saadda Haq.mp3
01d8tSqJUrPlK1l8FwgsCF,Soorma Anthem,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\11. Soorma Anthem.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\11. Soorma Anthem.mp3
3pjZQfBShK7O01QvtQwmcg,Raftaarein,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3
0KtHnXQjYkHNDsjTX3XqLc,Bhaag Milkha Bhaag - Rock Version,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\15. Bhaag Milkha Bhaag - Rock Version.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\15. Bhaag Milkha Bhaag - Rock Version.mp3
0ls3NP6p33ZguJBvLT4o57,Chal Utth Bandeya,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\16. Chal Utth Bandeya.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\16. Chal Utth Bandeya.mp3
5Gs6NY7QTgEq77V3DtPagv,Unstoppable Now,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\17. Unstoppable Now.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\17. Unstoppable Now.mp3
4FcZBCb6dANhvsEnFlgJwG,"Ghamand Kar (From ""Tanhaji - The Unsung Warrior"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\18. Ghamand Kar (From _Tanhaji - The Unsung Warrior_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\18. Ghamand Kar (From _Tanhaji - The Unsung Warrior_).mp3
4XuVXSMJkiHJXqFsRDZ2w7,Maula Maula,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\19. Maula Maula.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\19. Maula Maula.mp3
5rNa4JvSQIUVl34hDuA39v,Get Ready To Fight Again,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\20. Get Ready To Fight Again.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\20. Get Ready To Fight Again.mp3
3aozKh1z4SSZXAm7TpcXtk,Maa Tujhe Salaam,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\21. Maa Tujhe Salaam.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\21. Maa Tujhe Salaam.mp3
5zlB4HfyZ4C5EbgbHPkYIN,Mila Toh Marega,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3
140C5VkKklxTT5TU2nKPds,Kalki - Revisted Theme,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\23. Kalki - Revisted Theme.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\23. Kalki - Revisted Theme.mp3
2T09SGsKR0gAeRr5k5rfUL,Aag Hun Main,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\24. Aag Hun Main.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\24. Aag Hun Main.mp3
1gjqG4t0xjcVw79NJZ1KVA,Shiva Mantra Ghanapaatha,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3
1PZZtXR7nsNIyRcqd7UeiF,Aarambh,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\26. Aarambh.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\26. Aarambh.mp3
5RH4M64x1jvPMWHN5S2LAz,Ganpat,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\28. Ganpat.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\28. Ganpat.mp3
5s2Asrw3uWOztlOs7VHAsE,Angry Mix,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\29. Angry Mix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\29. Angry Mix.mp3
3n1IbkZGIxwP27kiE3TKtP,Get Ready To Fight,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\30. Get Ready To Fight.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\30. Get Ready To Fight.mp3
7rMqbvNImA6wy8lxlNUMmj,Bolo Har Har Har,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\31. Bolo Har Har Har.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\31. Bolo Har Har Har.mp3
7FROOyFNVDaTbnnBcghUXL,Chak Lein De,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\33. Chak Lein De.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\33. Chak Lein De.mp3
6cUM4yawhVYPXArGp6eWJe,Bhaag Milkha Bhaag,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\34. Bhaag Milkha Bhaag.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\34. Bhaag Milkha Bhaag.mp3
5IJ8V6mVHXq9i3KMZPG0RS,Taandav,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\35. Taandav.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\35. Taandav.mp3
3Brmef0xG7wYhv9OYAAu7f,Zinda Hai,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\36. Zinda Hai.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\36. Zinda Hai.mp3
6FJZsvuxo1q8fwXWcZN6TX,Saugandh Mujhe Iss Mitti Ki,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\37. Saugandh Mujhe Iss Mitti Ki.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\37. Saugandh Mujhe Iss Mitti Ki.mp3
1XdUEm2MwB6ysy6E80ltMg,No Cap,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\38. No Cap.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\38. No Cap.mp3
4dCLUBJwtZwc4HYXvfcpyP,Untitled,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\39. Untitled.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\39. Untitled.mp3
5jaV01AxZDomsbwVAAZfxN,Living Legend,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\40. Living Legend.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\40. Living Legend.mp3
5M2f7YbqT2m2uOlUJNkDIP,Sam Dam Dand Bhed,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\41. Sam Dam Dand Bhed.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\41. Sam Dam Dand Bhed.mp3
5aa4zMfrJ16iDnS6UIKtlL,Aasman Ko Chukar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\42. Aasman Ko Chukar.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\42. Aasman Ko Chukar.mp3
4MJBN7CfGnOY5GZ76LGbgd,Jashn-e-Ishqa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\43. Jashn-e-Ishqa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\43. Jashn-e-Ishqa.mp3
6w6D4f9DbVxxWbnf5N9VdD,Shoorveer,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\44. Shoorveer.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\44. Shoorveer.mp3
4HKwYkPAmpmuy5eMr8k7w0,Gussa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\45. Gussa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\45. Gussa.mp3
1Q6v9QNIEetyTcqlpvF2iI,Jalwa Re Jalwa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\46. Jalwa Re Jalwa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\46. Jalwa Re Jalwa.mp3
0mHsQ8g61NIao1qGgnkOm1,Ravan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\48. Ravan.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\48. Ravan.mp3
4BLqBzCkmC4rA9pYzjr0Hq,Shoorveer III,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\49. Shoorveer III.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\49. Shoorveer III.mp3
0RGp4KA9wvndxqPIWoKwnD,Yalgaar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\50. Yalgaar.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\50. Yalgaar.mp3
16yY0djpco2At5uOLGm5FS,Rudra Shiva Stotram Mantra,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\51. Rudra Shiva Stotram Mantra.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\51. Rudra Shiva Stotram Mantra.mp3
0sFvwGg4GuXSOMBKksGXWS,"Jai Hanuman - From ""Dieyana House""",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\52. Jai Hanuman - From _Dieyana House_.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\52. Jai Hanuman - From _Dieyana House_.mp3
7M5rtXfBW7FZ9gEWkw2uDR,Yaar Haryane Te,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\54. Yaar Haryane Te.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\54. Yaar Haryane Te.mp3
3ZBTv0pKvJ6YId7ozxW4Uv,Shiv Tandav Stotram (Har Har Shiv Shankar),C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\55. Shiv Tandav Stotram (Har Har Shiv Shankar).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\55. Shiv Tandav Stotram (Har Har Shiv Shankar).mp3
5tEAdCdddzEVVNwrn8zNuj,Kaal Ke Hain Mahakal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\56. Kaal Ke Hain Mahakal.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\56. Kaal Ke Hain Mahakal.mp3
3jwcf3p3xtgeBAEIJccFku,Ravan Ravan Hoon Main,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\57. Ravan Ravan Hoon Main.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\57. Ravan Ravan Hoon Main.mp3
3L3fksWjJQGs8df7Hhw6j7,Shoorveer II,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\58. Shoorveer II.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\58. Shoorveer II.mp3
6IpRsKNb71BitzSfWW26Zp,The War Begins (Background Music),C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\59. The War Begins (Background Music).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\59. The War Begins (Background Music).mp3
6yRqCmH8nlgNlffkVVKwSQ,Prithvi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\60. Prithvi.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\60. Prithvi.mp3
2ZL0rLsGPUBjM6ygXOf3TG,Baap Se,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\61. Baap Se.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\61. Baap Se.mp3
7GwEtrvRxKbf2E9dMiGxI6,Haath Toh Laga,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\62. Haath Toh Laga.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\62. Haath Toh Laga.mp3
02U6a1krWKIJO84mbJd08U,"Hari Har (From ""Prithviraj"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\63. Hari Har (From _Prithviraj_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\63. Hari Har (From _Prithviraj_).mp3
3xJv8KiCICnm5mN1c9SEy3,Deva Shree Ganesha,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\64. Deva Shree Ganesha.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\64. Deva Shree Ganesha.mp3
5ReW0hXvKR5nLm7fYp1OKm,Gooda,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\65. Gooda.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\65. Gooda.mp3
2ikI9Y7PCPIavU0TMSpF31,Saza-E-Maut,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\66. Saza-E-Maut.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\66. Saza-E-Maut.mp3
4HisNsjVpJvU7ozK5UaF55,Kuch Karne Ka,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\67. Kuch Karne Ka.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\67. Kuch Karne Ka.mp3
2gNMXJDKRmKWuevBGjN8wo,3:59 AM,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\68. 3_59 AM.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\68. 3_59 AM.mp3
7vhaVFlG1xLJkDCzFjE0cO,Hindu Chalisa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\69. Hindu Chalisa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\69. Hindu Chalisa.mp3
49V8acAtdu63UDhdonKooT,Zor Se Zor Laga,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\70. Zor Se Zor Laga.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\70. Zor Se Zor Laga.mp3
2BmwXAUDtEzKw4RGtHJu5B,Tandava - Blazy & Gottinari Remix,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\71. Tandava - Blazy & Gottinari Remix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\71. Tandava - Blazy & Gottinari Remix.mp3
6mx6kZqFsUaT3rYdxQ4Ajw,Hanuman Chalisa (Asante Sana Remix),C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\72. Hanuman Chalisa (Asante Sana Remix).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\72. Hanuman Chalisa (Asante Sana Remix).mp3
6qJrmD6CXKWkWcsYwu9AV3,Aathma Raama,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\73. Aathma Raama.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\73. Aathma Raama.mp3
2OQxoAAxiRDik7e4T0equt,Hanuman Chalisa Superfast,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\74. Hanuman Chalisa Superfast.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\74. Hanuman Chalisa Superfast.mp3
2vIBf8EmRy7m4Q9kR2dikH,"Tum Se Hi (From ""Love In Lo-Fi Volume 1"")",C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\1. Tum Se Hi (From _Love In Lo-Fi Volume 1_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\1. Tum Se Hi (From _Love In Lo-Fi Volume 1_).mp3
1pnC5d46tqFwjqGtbjJPn7,Subhanallah Lofi Mix,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\2. Subhanallah Lofi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\2. Subhanallah Lofi Mix.mp3
5EIFtcs5653Xjgs1gAAB7a,Pee Loon Lofi Mix,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\3. Pee Loon Lofi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\3. Pee Loon Lofi Mix.mp3
6udC4b4jOSnHb9ItnXgKLR,Saibo,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\4. Saibo.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\4. Saibo.mp3
5f4CDQSxZJ8GuYdwMdz37V,Mere Bina - Lofi Flip,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\5. Mere Bina - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\5. Mere Bina - Lofi Flip.mp3
5Hl7XgfwAbZhynTEBNKro7,In Dino - Lofi Flip,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\6. In Dino - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\6. In Dino - Lofi Flip.mp3
