Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1GWCMfXPmaeWb7n0h4bgYL,"Feel My Love","Aarya","Devi Sri Prasad;KK",2004-04-19,299893,61,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,bollywood,hindi pop,desi","Aditya Music (India) Pvt Ltd",0.745,0.698,7,-7.693,0,0.0423,0.0141,0.000802,0.167,0.542,99.972,4
spotify:track:2SyVdOenmbDSjUGoFprS2x,"Alanati Ramachandrudu","Murari","Jikki;Sunitha;Sandhya",2001-02-01,321619,55,false,,2024-07-19T14:36:51Z,"telugu pop,tollywood,devotional","Aditya Music",0.435,0.794,7,-7.274,1,0.068,0.526,0.000477,0.116,0.784,94.534,4
spotify:track:1tPXNXGfIyRnRiGVvIow5s,"Paddanandi","Student No.1","M. M. Keeravaani;Udit Narayan;K. S. Chithra",2001-09-27,277817,57,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,devotional,bollywood,hindi pop,desi,malayalam pop,kannada pop,mollywood,tamil pop,sandalwood","Aditya Music (India) Pvt Ltd",0.634,0.561,2,-7.191,1,0.202,0.697,0,0.199,0.847,176.928,3
spotify:track:0JnOFmZ4vayQ2ct6vgVzUF,"Netho Cheppana","Athadu","Mani Sharma;S. P. Balasubrahmanyam;K. S. Chithra",2005-10-10,271964,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,kannada pop,tamil pop,devotional,sandalwood,malayalam pop,mollywood","Aditya Music (India) Pvt Ltd",0.761,0.654,7,-7.719,1,0.0704,0.024,0.0000884,0.0982,0.504,101.025,4
spotify:track:2m0TieZ6Jw8WWZ0kiMMSjc,"Prati Dinam","Anumaanaspadam","Unnikrishnan;Shreya Ghoshal",2013-03-19,256760,52,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","T-Series",0.704,0.885,9,-4.611,1,0.0774,0.403,0.000399,0.167,0.748,87.986,4
spotify:track:7GNAhzroZCQM5to4A9v7DI,"Unnamata Cheppanivu","Nuvvu Naaku Nachchav","Koti;Tippu;Harini",2001-08-06,280607,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,kannada pop,tamil dance,tamil pop,kollywood,sandalwood","Aditya Music (India) Pvt Ltd",0.471,0.717,11,-8.044,0,0.0602,0.214,0,0.141,0.892,83.214,4
spotify:track:2vtJ0QdanugKCOBMGfZjqd,"Nuvvante Naakishtamani","Santhosham","R. P. Patnaik;Rajesh;Usha Munukutla",2002-05-09,300774,59,false,,2023-10-18T06:48:56Z,"telugu pop,kannada pop,tollywood,sandalwood","Aditya Music (India) Pvt Ltd",0.678,0.724,9,-6.148,0,0.0669,0.246,0,0.109,0.656,88.005,4
spotify:track:02hoWuAbkaajPREIFQePgZ,"Emaindhi Eevela","Aadavari Matalaku Ardhalu Veruley","Yuvan Shankar Raja;Udit Narayan",2007-03-27,319686,65,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,tamil dance,tollywood,telugu pop,bollywood,hindi pop,desi","Aditya Music (India) Pvt Ltd",0.799,0.525,7,-5.614,0,0.0276,0.178,0.00002,0.19,0.529,119.997,4
spotify:track:4Yr4kuKVPXF0NaZ7krKmuR,"Abbo Neeyamma","Anji","Mani Sharma;S. P. Balasubrahmanyam;Kalpana Raghavendar",2004-01-15,345609,58,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,kannada pop,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.753,0.658,5,-7.515,0,0.0964,0.0253,0.0000184,0.0802,0.538,82.973,4
spotify:track:0hwlEWBrraTWI9PTNzG0RJ,"Cheliya","Kushi","Srinivas;Harini",2001-03-27,340331,61,false,,2023-10-18T06:48:56Z,"tamil pop,tollywood,kollywood,kannada pop,malayalam pop,telugu pop","Aditya Music",0.629,0.88,4,-4.786,0,0.0879,0.00781,0.0367,0.0461,0.78,100.917,4
spotify:track:2nq172gEBlZreskLDFvPz6,"Naa Chupe Ninu","Nuvvu Naaku Nachchav","Koti;K. S. Chithra;Sriram;Prabhu",2001-08-06,253152,57,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,malayalam pop,kannada pop,mollywood,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.742,0.652,9,-6.856,0,0.154,0.394,0,0.138,0.358,96.971,4
spotify:track:0HKayGC6dPV89lZ9Pt4IHD,"Buggey Bangarama","Chandamama","K M Radhakrishnan;Rajesh",2007-09-06,272759,59,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,kannada pop,sandalwood","Aditya Music (India) Pvt Ltd",0.645,0.612,0,-5.553,1,0.041,0.701,0,0.409,0.819,83.35,4
spotify:track:1O830N4qSvTEjDqDyvAuWQ,"Gundu Sudhi","Chatrapathi","M. M. Keeravaani;Sunitha",2005-09-25,256217,65,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,devotional","Aditya Music (India) Pvt Ltd",0.673,0.702,4,-6.773,1,0.0415,0.561,0.00000241,0.304,0.834,134.902,4
spotify:track:5wxy2wgvF1y41GjUicG43B,"Love U Raa","Chirutha","Mani Sharma;Deepu;Rita Thyagarajan",2007-08-21,290871,53,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music (India) Pvt Ltd",0.835,0.757,5,-5.75,0,0.149,0.0252,0.000215,0.129,0.701,94.001,4
spotify:track:2BaRXhRpgXbWwgq9av3fNX,"Inthaku Nuvvevaru","Snehituda","Shiva Ram Shankar;Shreya Ghoshal",2009-06-23,282785,55,false,,2025-12-04T09:26:57Z,"telugu pop,tollywood,bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","Aditya Music (India) Pvt Ltd",0.629,0.494,7,-6.777,0,0.0543,0.28,0.00000212,0.29,0.512,173.793,4
spotify:track:4f1hGOW2JQJfwVMpeSorsO,"Naa Manusukemayindi","Nuvve Nuvve","Koti;Udit Narayan;Nithya Santhoshini",2002-09-10,286824,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,bollywood,hindi pop,desi,devotional","Aditya Music (India) Pvt Ltd",0.711,0.647,9,-6.657,0,0.127,0.254,0.00000869,0.0892,0.709,170.055,4
spotify:track:2YUKv8mlj6iLWJPluKnazS,"Bangaru Kalla","Murari","Udit Narayan",2001-02-01,300683,57,false,,2024-07-19T14:36:51Z,"bollywood,hindi pop,desi","Aditya Music",0.576,0.756,11,-5.968,0,0.151,0.395,0,0.258,0.511,106.504,3
spotify:track:5eH1smxpzD3dj0DFkDbA2E,"Bangala Kathamulo","Badri","Ramana Gogula;Sunitha",2000-04-20,277211,64,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,devotional","Aditya Music (India) Pvt Ltd",0.854,0.826,7,-8.421,1,0.0867,0.394,0.658,0.134,0.453,114.747,4
spotify:track:4TX254TZgrbqg1qFrZQTzD,"Neelo Jarige","Balu","Mani Sharma;Hariharan;Shreya Ghoshal",2004-11-30,355046,62,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,bhajan,tamil pop,ghazal,kollywood,devotional,bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","Aditya Music (India) Pvt Ltd",0.82,0.896,2,-6.376,1,0.0898,0.0616,0.0188,0.0697,0.795,104.993,4
spotify:track:54hVwScdAYrxA7aeplInSI,"Manmadhude","Naa Autograph","M. M. Keeravaani;Sandeep;Ganga",2004-07-26,273369,60,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,devotional,malayalam pop","Aditya Music (India) Pvt Ltd",0.786,0.893,5,-3.986,0,0.12,0.54,0.0000022,0.339,0.732,101.982,4
spotify:track:71v65YcWM05C88IZeAWGuR,"Cheppave Prema","Manasantha Nuvve","R. P. Patnaik;Usha Munukutla",2001-09-01,317805,59,false,,2023-10-18T06:48:56Z,"telugu pop,kannada pop,tollywood,sandalwood","Aditya Music (India) Pvt Ltd",0.478,0.761,9,-3.975,0,0.0497,0.477,0.00000165,0.0934,0.408,94.286,4
spotify:track:7yRNBdtXCmS2ZIoTOA2fkv,"Hay Rey Hai","Okkadu","Karthik;K. S. Chithra",2003-01-17,305489,52,false,,2023-10-18T06:48:56Z,"telugu pop,tamil pop,tollywood,kollywood,kannada pop,malayalam pop,mollywood,tamil dance,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.753,0.8,5,-8.134,0,0.0456,0.0244,0.0335,0.105,0.443,112.019,4
spotify:track:6i9TtMf7hxW6gSYjWFuTm1,"Malli Kuyave","Itlu Sharavani Subrahmanyam","Chakri;Hariharan;Kousalya",2001-08-14,371931,52,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,bhajan,tamil pop,ghazal,kollywood,devotional","Aditya Music (India) Pvt Ltd",0.598,0.667,9,-8.223,1,0.0705,0.559,0,0.11,0.659,169.95,4
spotify:track:603Uo7zPEfn6cOSRmJCSnU,"Ee Chota Nuvvunna","Johnny","Rajesh;Nanditha",2003-03-25,248946,57,false,,2023-10-18T06:48:56Z,"telugu pop,kannada pop,sandalwood,tollywood,devotional","Aditya Music",0.662,0.866,5,-7.105,0,0.0594,0.0471,0.0000629,0.245,0.817,89.988,4
spotify:track:7a7badaPkBz9NWMWnPTwN5,"Nunugu Misalodu","Yamadonga (Original Motion Picture Soundtrack)","M. M. Keeravaani;Sunitha",2007-07-14,302942,60,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,devotional","Vel Records",0.647,0.478,8,-11.138,1,0.137,0.346,0.0000466,0.081,0.937,150.907,3
spotify:track:4fqCMwlMd3VXOUvRQKLGYb,"Priyathama","Nuvvu Nenu","R. P. Patnaik;S.P. Charan;Usha Munukutla",2001-07-10,273954,54,false,,2023-10-18T06:48:56Z,"telugu pop,kannada pop,tollywood,sandalwood,tamil pop,kollywood","Aditya Music (India) Pvt Ltd",0.609,0.93,7,-3.225,0,0.0733,0.042,0.00000293,0.237,0.599,99.873,4
spotify:track:61PuXuwGXqMXnRfKzqtcZb,"Hrudayam Ekkadunnadi","Ghajini","Harris Jayaraj;Harish Raghavendra;Bombay Jayashri",2005-10-26,315396,64,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood","Aditya Music (India) Pvt Ltd",0.823,0.63,9,-5.787,0,0.0703,0.139,0.0000244,0.0721,0.925,96.998,4
spotify:track:3ESOnmlFfrDyS1YYyfxEwr,"Ee Roje","Idiot","Chakri;Kousalya",2002-08-22,291561,54,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood","Aditya Music (India) Pvt Ltd",0.766,0.638,4,-6.654,0,0.0438,0.551,0.000161,0.174,0.717,93.993,4
spotify:track:4r6jFSaXqHlfq1OmEziT9Q,"Baby He Loves You","Aarya - 2 (Original Motion Picture Soundtrack)","Devi Sri Prasad;Chandra Bose",2009-10-30,321826,59,false,,2025-05-22T06:11:24Z,"telugu pop,tollywood,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.728,0.772,9,-3.365,0,0.252,0.141,0.0000154,0.221,0.847,174.055,4
spotify:track:5jiYMM9NEt9Iwyq6ZODjn9,"Chinnaga Chinnaga","Tagore","Mani Sharma;Hariharan;K. S. Chithra",2003-08-19,324013,58,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,bhajan,tamil pop,ghazal,kollywood,devotional,malayalam pop,kannada pop,mollywood,sandalwood","Aditya Music (India) Pvt Ltd",0.512,0.675,2,-7.785,1,0.396,0.294,0,0.0641,0.713,81.032,3
spotify:track:1QYu4f0FzCxD5QEfwhlg0u,"Manasuna Unnadi-Female","Priyamainaneeku","Shivashankar;K. S. Chithra",2003-09-15,305133,58,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,malayalam pop,kannada pop,mollywood,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.71,0.739,6,-8.856,0,0.0397,0.524,0.00000488,0.0323,0.916,136.877,3
spotify:track:4dFnk8BoUc019i7ZCIwiP8,"Nanne Nanne","Gharshana-New","Harris Jayaraj;Tippu;Pop Shalini",2004-06-19,354208,60,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,kannada pop,sandalwood","Aditya Music (India) Pvt Ltd",0.718,0.812,9,-6.135,0,0.034,0.0366,0,0.306,0.776,113.996,4
spotify:track:13zRzGESTiUCD2GZyEwWNx,"Jabilammavo","Bunny","Devi Sri Prasad;Sagar;Malathi",2005-03-26,274259,54,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance","Aditya Music (India) Pvt Ltd",0.74,0.706,1,-7.254,0,0.117,0.0842,0.00163,0.195,0.724,144.934,4
spotify:track:7Au8Kxz2LoqWR638zABC5d,"Ekkada Ekkada","Murari","Mani Sharma;S.P. Charan;Harini",2001-02-17,371517,56,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,tamil pop,kollywood","Aditya Music (India) Pvt Ltd",0.632,0.656,9,-7.385,0,0.0742,0.185,0.0000437,0.339,0.512,97.986,4
spotify:track:7EYbTTLNqfRKHoYY8jT9Sy,"Aha Allari","Khadgam","Devi Sri Prasad;K. S. Chithra;Raqueeb AIam",2002-10-29,254876,59,false,,2025-12-04T09:26:57Z,"telugu pop,tollywood,tamil dance,malayalam pop,kannada pop,mollywood,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.734,0.718,5,-8.537,0,0.097,0.212,0.0000485,0.0629,0.964,80.958,4
spotify:track:119Nfz7pgWGUMomvLcCNJa,"Radhe Govinda","Indra","Mani Sharma;Udit Narayan;K. S. Chithra",2002-06-24,290153,59,false,,2023-10-18T06:48:56Z,"telugu pop,tollywood,tamil dance,bollywood,hindi pop,desi,malayalam pop,kannada pop,mollywood,tamil pop,devotional,sandalwood","Aditya Music (India) Pvt Ltd",0.618,0.591,5,-9.099,0,0.267,0.511,0.000136,0.103,0.885,107.275,3
spotify:track:5TffagKzxOSZ2J2vKQosES,"Maayera","Sainikudu","Harris Jayaraj;S. P. Balasubrahmanyam;Unnikrishnan;Kavita Krishnamurthy",2006-10-21,350026,56,false,,2023-10-18T06:48:56Z,"tamil pop,kollywood,telugu pop,tamil dance,tollywood,kannada pop,devotional,sandalwood,bollywood,gujarati garba,hindi pop","Aditya Music (India) Pvt Ltd",0.781,0.561,4,-9.701,1,0.0443,0.022,0.0014,0.109,0.831,102.983,4
